# from https://www.aanda.org/articles/aa/full_html/2017/04/aa30736-17/aa30736-17.html
2457263.4532888|1.002711|0.000163|-0.071866|-0.149200|-0.217919|3.750512|1.550867|-218.620772
2457263.4559206|1.002506|0.000163| 0.096958|-0.036804|-0.081656|3.443398|1.525510|-218.074322
2457263.4562789|1.001195|0.000163|-0.233365| 0.011810| 0.081534|4.349232|1.522206|-218.001157
2457263.4566371|1.002630|0.000163|-0.086801|-0.102814|-0.061146|3.843923|1.518818|-217.928301
2457263.4569954|1.002524|0.000163| 0.072790|-0.042694|-0.114391|3.890209|1.515558|-217.855832
2457263.4573538|1.002269|0.000163| 0.055881|-0.073914|-0.067568|4.288452|1.512266|-217.784104
2457263.4577118|1.001506|0.000163| 0.186859| 0.158997|-0.065175|4.504060|1.508995|-217.712210
2457263.4580702|1.002179|0.000163| 0.174523| 0.102234|-0.212844|4.301254|1.505692|-217.640719
2457263.4584286|1.002459|0.000163|-0.086180|-0.243744|-0.314650|3.749032|1.502565|-217.569533
2457263.4587871|1.000662|0.000162| 0.089853| 0.200958| 0.015234|4.233389|1.499303|-217.498627
2457263.4591453|1.002425|0.000163| 0.011255| 0.143799|-0.169956|3.734505|1.496114|-217.428532
2457263.4595037|1.001697|0.000163|-0.133167|-0.294006| 0.117170|3.831197|1.492946|-217.358346
2457263.4598621|1.001958|0.000163|-0.036035|-0.079224| 0.078088|4.245177|1.489849|-217.288674
2457263.4602204|1.000601|0.000162| 0.020061|-0.169220| 0.007840|4.145019|1.486720|-217.219144
2457263.4605788|0.999687|0.000162| 0.073388| 0.096924| 0.084877|5.280833|1.483661|-217.150040
2457263.4609371|1.001695|0.000163|-0.075857|-0.227417| 0.198556|3.901281|1.480521|-217.081576
2457263.4612953|1.000090|0.000162| 0.114438|-0.027924|-0.251284|3.998058|1.477501|-217.013226
2457263.4616535|0.998555|0.000162| 0.087642| 0.406158| 0.019289|4.869841|1.474400|-216.945102
2457263.4620117|0.999299|0.000162| 0.150875| 0.230011|-0.057723|4.299616|1.471418|-216.877420
2457263.4623700|0.999007|0.000162| 0.136453|-0.152252|-0.070357|4.838033|1.468404|-216.810383
2457263.4627282|0.996180|0.000162| 0.294176| 0.040710| 0.178060|5.711877|1.465412|-216.743409
2457263.4630866|0.999007|0.000162| 0.021564| 0.184418|-0.050279|3.950052|1.462436|-216.676715
2457263.4634449|0.996722|0.000162| 0.628655|-0.189880| 0.120530|4.627841|1.459432|-216.610333
2457263.4638033|0.995871|0.000162|-0.061237| 0.149567|-0.219762|4.572048|1.456542|-216.544830
2457263.4641615|0.996610|0.000162|-0.124850| 0.001038|-0.129292|4.759942|1.453622|-216.479295
2457263.4645200|0.997331|0.000162|-0.097262|-0.051361|-0.057796|3.837383|1.450721|-216.414086
2457263.4648784|0.997850|0.000162|-0.000138|-0.008911| 0.072533|3.884024|1.447791|-216.349249
2457263.4652366|0.994784|0.000162| 0.120045| 0.182922| 0.475395|4.575512|1.445018|-216.284788
2457263.4655950|0.994559|0.000162|-0.011574|-0.118774|-0.184947|4.274214|1.442171|-216.220684
2457263.4659534|0.994461|0.000162| 0.040895|-0.018951|-0.289691|4.136933|1.439295|-216.157425
2457263.4663117|0.994475|0.000162| 0.105862| 0.120453|-0.056432|4.144207|1.436483|-216.094114
2457263.4666697|0.993218|0.000162| 0.028499|-0.046448| 0.506809|4.193777|1.433693|-216.031143
2457263.4670283|0.992683|0.000162|-0.083200|-0.023743|-0.232183|3.992536|1.430960|-215.968623
2457263.4673866|0.991152|0.000161|-0.039249|-0.082947| 0.061078|4.113538|1.428154|-215.906856
2457263.4677448|0.990746|0.000161| 0.160836|-0.091187| 0.070102|4.679711|1.425367|-215.845065
2457263.4681031|0.990557|0.000161| 0.003707| 0.079742| 0.113649|4.084260|1.422686|-215.783743
2457263.4684615|0.989863|0.000161|-0.239573|-0.037720| 0.145099|4.110223|1.419976|-215.722757
2457263.4688199|0.988535|0.000161| 0.027248|-0.210083|-0.072085|4.140977|1.417327|-215.662163
2457263.4691783|0.988299|0.000161| 0.071979|-0.069061|-0.278363|4.199244|1.414694|-215.602417
2457263.4695363|0.986507|0.000161| 0.138916| 0.098541| 0.095257|4.436450|1.411992|-215.542633
2457263.4698948|0.984035|0.000161| 0.320315| 0.212067| 0.379617|4.969766|1.409434|-215.483522
2457263.4702532|0.984515|0.000160| 0.276169|-0.095093| 0.088380|4.704963|1.406720|-215.424430
2457263.4706116|0.986158|0.000161| 0.002822|-0.109131|-0.150401|4.223898|1.404109|-215.365871
2457263.4709699|0.985242|0.000160| 0.039419|-0.208527|-0.368726|4.348332|1.401555|-215.308096
2457263.4713283|0.984722|0.000160| 0.137124|-0.023651|-0.129839|3.975865|1.398936|-215.250423
2457263.4716867|0.983967|0.000160|-0.023272|-0.184601|-0.237875|3.965047|1.396373|-215.193178
2457263.4720451|0.981432|0.000160| 0.063030|-0.044769| 0.159271|4.610677|1.393824|-215.136271
2457263.4724036|0.981107|0.000160| 0.283524|-0.225006| 0.086068|4.371111|1.391291|-215.079774
2457263.4727620|0.982300|0.000160|-0.098142|-0.097351|-0.197901|4.014313|1.388816|-215.023847
2457263.4731202|0.981846|0.000160|-0.102888|-0.177063|-0.139080|3.920483|1.386274|-214.968593
2457263.4734784|0.981963|0.000160| 0.122197| 0.021790|-0.058729|3.965082|1.383829|-214.913460
2457263.4738367|0.980533|0.000160|-0.186679| 0.035370|-0.407628|4.045179|1.381358|-214.858742
2457263.4741949|0.980381|0.000160| 0.095843| 0.106506|-0.348965|3.866471|1.378902|-214.804525
