6454.780001 -0.00098866   0.00090902
6454.780757 -0.00015199   0.00090103
6454.781519 -0.00009228   0.00090108
6454.782301  0.00233467   0.00090092
6454.783126 -0.00122944   0.00081447
6454.784011 -0.00016068   0.00081527
6454.784880 -0.00084437   0.00085056
6454.785704 -0.00084220   0.00084296
6454.786573 -0.00014114   0.00084351
6454.787483  0.00006623   0.00083607
6454.788356 -0.00173037   0.00083577
6454.789194 -0.00071201   0.00083547
6454.790126 -0.00085522   0.00082885
6454.791034 -0.00134765   0.00082847
6454.791880  0.00117105   0.00082822
6454.792707  0.00218779   0.00082138
6454.793527  0.00002171   0.00082192
6454.794359  0.00166136   0.00082207
6454.795171 -0.00051235   0.00081392
6454.796080  0.00085372   0.00081386
6454.796913 -0.00013571   0.00081420
6454.797826  0.00024540   0.00081340
6454.798656  0.00121671   0.00080652
6454.799551 -0.00174446   0.00080649
6454.800396 -0.00148102   0.00080669
6454.801230 -0.00128909   0.00079924
6454.802127  0.00086459   0.00079974
6454.802961 -0.00001194   0.00080018
6454.803772 -0.00028660   0.00079998
6454.804612 -0.00144199   0.00079262
6454.805437  0.00038768   0.00079287
6454.806269  0.00029210   0.00079280
6454.807111  0.00075702   0.00079205
6454.807954 -0.00111882   0.00078526
6454.808794  0.00022043   0.00078515
6454.809633  0.00075594   0.00078553
6454.810470 -0.00052862   0.00078569
6454.811309  0.00014658   0.00078618
6454.812212  0.00131019   0.00077833
6454.813073 -0.00051452   0.00077810
6454.813973  0.00190170   0.00077875
6454.814805  0.00405301   0.00077920
6454.815632  0.00170595   0.00077861
6454.816469  0.00297900   0.00077190
6454.817335  0.00282768   0.00077179
6454.818187  0.00331002   0.00077214
6454.819019  0.00259584   0.00077272
6454.819852  0.00353875   0.00077230
6454.820686  0.00329913   0.00077213
6454.821514  0.00328497   0.00076559
6454.822349  0.00459150   0.00076542
6454.823180  0.00386994   0.00076600
6454.824013  0.00353112   0.00076576
6454.824870  0.00425355   0.00076518
6454.825709  0.00465038   0.00076546
6454.826569  0.00470599   0.00076550
6454.827404  0.00575224   0.00075969
6454.828285  0.00581228   0.00075973
6454.829180  0.00532773   0.00075939
6454.830111  0.00530918   0.00075938
6454.830953  0.00656790   0.00075917
6454.831793  0.00621623   0.00075892
6454.832624  0.00646086   0.00075909
6454.833491  0.00685194   0.00075936
6454.834317  0.00587013   0.00075977
6454.835148  0.00625226   0.00075239
6454.835983  0.00564419   0.00075306
6454.836943  0.00650673   0.00075257
6454.837793  0.00542593   0.00075291
6454.838671  0.00603716   0.00075334
6454.839525  0.00640734   0.00075250
6454.840364  0.00545212   0.00075293
6454.841238  0.00649690   0.00075256
6454.842075  0.00536374   0.00075287
6454.842906  0.00738636   0.00075318
6454.843836  0.00700710   0.00075292
6454.844742  0.00800088   0.00075361
6454.845567  0.00533428   0.00075285
6454.846466  0.00755581   0.00075330
6454.847382  0.00762469   0.00075334
6454.848314  0.00657773   0.00075371
6454.849164  0.00763453   0.00075335
6454.850064  0.00693061   0.00075286
6454.850927  0.00718742   0.00075413
6454.851852  0.00813652   0.00075370
6454.852696  0.00743665   0.00075321
6454.853516  0.00848553   0.00074738
6454.854443  0.00626646   0.00074694
6454.855288  0.00642809   0.00074705
6454.856186  0.00703661   0.00075294
6454.857117  0.00637567   0.00075357
6454.857957  0.00886749   0.00075421
6454.858830  0.00804026   0.00075363
6454.859671  0.00743665   0.00075321
6454.860508  0.00672848   0.00075382
6454.861407  0.00787948   0.00075352
6454.862233  0.00751099   0.00075327
6454.863130  0.00705519   0.00075404
6454.864023  0.00742681   0.00075321
6454.864903  0.00720601   0.00075305
6454.865829  0.00708360   0.00075406
6454.866723  0.00720710   0.00075415
6454.867643  0.00780949   0.00075457
6454.868540  0.00664218   0.00075376
6454.869388  0.00606773   0.00075445
6454.870218  0.00773076   0.00075451
6454.871157  0.00798666   0.00075469
6454.872005  0.00639314   0.00075358
6454.872901  0.00679294   0.00075386
6454.873776  0.00741588   0.00075429
6454.874623  0.00670117   0.00076035
6454.875466  0.00734591   0.00076080
6454.876306  0.00848225   0.00076050
6454.877144  0.00674706   0.00076038
6454.878010  0.00721038   0.00076071
6454.878908  0.01078919   0.00076103
6454.879735  0.00908863   0.00076093
6454.880623  0.00750115   0.00076091
6454.881482  0.00672848   0.00076146
6454.882368  0.00797682   0.00076781
6454.883218  0.00694263   0.00076817
6454.884133  0.00716557   0.00076723
6454.884979  0.00888172   0.00076735
6454.885850  0.00591380   0.00076744
6454.886676  0.00842425   0.00076703
6454.887541  0.00822841   0.00076689
6454.888368  0.00855885   0.00077478
6454.889229  0.00768811   0.00077416
6454.890066  0.00805776   0.00077443
6454.890978  0.00688909   0.00077359
6454.891833  0.00773404   0.00077420
6454.892648  0.00658975   0.00077447
6454.893501  0.00634946   0.00078085
6454.894419  0.00653185   0.00078099
6454.895273  0.00859168   0.00078137
6454.896191  0.00653076   0.00078098
6454.897121  0.00686724   0.00078123
6454.897969  0.00662907   0.00078761
