1 WASP-69  EulerCAM r        5845.489188 1.000769  0.000842 
1 WASP-69  EulerCAM r        5845.489624 0.999093  0.000840 
1 WASP-69  EulerCAM r        5845.490064 1.002202  0.000843 
1 WASP-69  EulerCAM r        5845.490611 0.998564  0.000839 
1 WASP-69  EulerCAM r        5845.491053 0.999187  0.000840 
1 WASP-69  EulerCAM r        5845.491580 1.000420  0.000840 
1 WASP-69  EulerCAM r        5845.492056 1.000871  0.000840 
1 WASP-69  EulerCAM r        5845.492589 1.001693  0.000841 
1 WASP-69  EulerCAM r        5845.493005 1.000668  0.000840 
1 WASP-69  EulerCAM r        5845.493415 1.000898  0.000840 
1 WASP-69  EulerCAM r        5845.493833 1.002355  0.000841 
1 WASP-69  EulerCAM r        5845.494334 0.999619  0.000839 
1 WASP-69  EulerCAM r        5845.494750 0.999142  0.000838 
1 WASP-69  EulerCAM r        5845.495193 1.000414  0.000839 
1 WASP-69  EulerCAM r        5845.495626 0.998100  0.000827 
1 WASP-69  EulerCAM r        5845.496029 0.997788  0.000827 
1 WASP-69  EulerCAM r        5845.496458 0.997435  0.000826 
1 WASP-69  EulerCAM r        5845.496983 0.998341  0.000827 
1 WASP-69  EulerCAM r        5845.497410 0.999152  0.000828 
1 WASP-69  EulerCAM r        5845.497847 0.998863  0.000827 
1 WASP-69  EulerCAM r        5845.498256 0.998085  0.000827 
1 WASP-69  EulerCAM r        5845.498768 0.995902  0.000825 
1 WASP-69  EulerCAM r        5845.499189 0.996240  0.000825 
1 WASP-69  EulerCAM r        5845.499755 0.993474  0.000823 
1 WASP-69  EulerCAM r        5845.500182 0.993292  0.000823 
1 WASP-69  EulerCAM r        5845.500637 0.994065  0.000823 
1 WASP-69  EulerCAM r        5845.501131 0.993823  0.000823 
1 WASP-69  EulerCAM r        5845.501626 0.993295  0.000823 
1 WASP-69  EulerCAM r        5845.502045 0.994512  0.000823 
1 WASP-69  EulerCAM r        5845.502500 0.993325  0.000823 
1 WASP-69  EulerCAM r        5845.502955 0.993546  0.000823 
1 WASP-69  EulerCAM r        5845.503460 0.990403  0.000820 
1 WASP-69  EulerCAM r        5845.504023 0.989876  0.000820 
1 WASP-69  EulerCAM r        5845.504440 0.992163  0.000822 
1 WASP-69  EulerCAM r        5845.504865 0.990572  0.000821 
1 WASP-69  EulerCAM r        5845.505312 0.992673  0.000822 
1 WASP-69  EulerCAM r        5845.505730 0.991673  0.000821 
1 WASP-69  EulerCAM r        5845.506283 0.990378  0.000820 
1 WASP-69  EulerCAM r        5845.506728 0.988570  0.000819 
1 WASP-69  EulerCAM r        5845.507261 0.987850  0.000818 
1 WASP-69  EulerCAM r        5845.507699 0.987702  0.000809 
1 WASP-69  EulerCAM r        5845.508195 0.987226  0.000808 
1 WASP-69  EulerCAM r        5845.508629 0.988226  0.000809 
1 WASP-69  EulerCAM r        5845.509097 0.986285  0.000807 
1 WASP-69  EulerCAM r        5845.509534 0.987666  0.000808 
1 WASP-69  EulerCAM r        5845.509944 0.985725  0.000807 
1 WASP-69  EulerCAM r        5845.510375 0.989854  0.000810 
1 WASP-69  EulerCAM r        5845.510899 0.986051  0.000807 
1 WASP-69  EulerCAM r        5845.511316 0.986256  0.000808 
1 WASP-69  EulerCAM r        5845.511834 0.984601  0.000807 
1 WASP-69  EulerCAM r        5845.512302 0.985772  0.000807 
1 WASP-69  EulerCAM r        5845.512867 0.984980  0.000807 
1 WASP-69  EulerCAM r        5845.513278 0.986135  0.000808 
1 WASP-69  EulerCAM r        5845.513813 0.986101  0.000807 
1 WASP-69  EulerCAM r        5845.514249 0.986923  0.000809 
1 WASP-69  EulerCAM r        5845.514737 0.982637  0.000806 
1 WASP-69  EulerCAM r        5845.515164 0.984967  0.000808 
1 WASP-69  EulerCAM r        5845.515620 0.985642  0.000808 
1 WASP-69  EulerCAM r        5845.516044 0.986100  0.000808 
1 WASP-69  EulerCAM r        5845.516489 0.983977  0.000807 
1 WASP-69  EulerCAM r        5845.516983 0.983798  0.000806 
1 WASP-69  EulerCAM r        5845.517498 0.985345  0.000807 
1 WASP-69  EulerCAM r        5845.517945 0.983443  0.000806 
1 WASP-69  EulerCAM r        5845.518450 0.987654  0.000809 
1 WASP-69  EulerCAM r        5845.518938 0.985945  0.000807 
1 WASP-69  EulerCAM r        5845.519386 0.985516  0.000807 
