2454424.9298307  1.000294       0.000962
2454424.9304537  0.999913       0.000962
2454424.9310767  1.000692       0.000961
2454424.9317007  1.000614       0.000960
2454424.9323257  0.999726       0.000960
2454424.9329507  0.999801       0.000961
2454424.9335747  1.000817       0.000960
2454424.9341987  1.000310       0.000961
2454424.9348217  0.998471       0.000962
2454424.9354477  0.999672       0.000962
2454424.9360807  0.998887       0.000962
2454424.9367047  0.999375       0.000962
2454424.9373277  1.000412       0.000961
2454424.9379507  0.999590       0.000962
2454424.9385757  1.002630       0.000961
2454424.9392057  0.999571       0.000963
2454424.9398307  0.998631       0.000963
2454424.9404537  0.999433       0.000964
2454424.9410787  0.999619       0.000965
2454424.9417047  1.000527       0.000964
2454424.9423367  1.000807       0.000965
2454424.9429607  1.000997       0.000964
2454424.9435847  0.998642       0.000966
2454424.9442087  0.999608       0.000967
2454424.9448317  0.999752       0.000968
2454424.9454547  1.002502       0.000967
2454424.9460777  0.999810       0.000970
2454424.9467037  1.001745       0.000970
2454424.9473357  0.999775       0.000968
2454424.9479627  1.002233       0.000968
2454424.9485857  0.998738       0.000971
2454424.9492097  0.999738       0.000970
2454424.9498347  1.000133       0.000970
2454424.9504627  0.998859       0.000970
2454424.9510857  1.000391       0.000970
2454424.9517087  0.999826       0.000970
2454424.9523347  1.001031       0.000971
2454424.9529597  1.000105       0.000972
2454424.9535897  0.997881       0.000972
2454424.9542137  0.999731       0.000970
2454424.9548377  1.000264       0.000972
2454424.9554617  0.998413       0.000972
2454424.9560867  0.999549       0.000972
2454424.9567107  0.999291       0.000973
2454424.9573357  0.999193       0.000972
2454424.9579607  0.998146       0.000975
2454424.9585837  0.997864       0.000973
2454424.9592087  1.001148       0.000974
2454424.9598307  1.001648       0.000974
2454424.9604537  0.999862       0.000977
2454424.9610767  0.999367       0.000976
2454424.9617097  0.998401       0.000978
2454424.9623327  0.999102       0.000979
2454424.9629557  1.001608       0.000978
2454424.9635807  1.000824       0.000979
2454424.9642037  1.000310       0.000983
2454424.9648287  1.001191       0.000985
2454424.9654517  0.999630       0.000980
2454424.9660767  1.000670       0.000981
2454424.9666997  0.999185       0.000985
2454424.9673227  1.001666       0.000987
2454424.9679457  1.000921       0.000984
2454424.9685697  0.998329       0.000984
2454424.9691927  0.998355       0.000985
2454424.9698167  0.997438       0.000987
2454424.9704417  0.998964       0.000986
2454424.9710647  0.996324       0.000989
2454424.9716897  0.994706       0.000991
2454424.9723147  0.995901       0.000992
2454424.9729377  0.994493       0.000992
2454424.9735627  0.993026       0.000995
2454424.9741887  0.992805       0.000994
2454424.9748217  0.990962       0.000999
2454424.9754447  0.992052       0.000998
2454424.9760697  0.987528       0.001002
2454424.9766957  0.988186       0.001002
2454424.9773187  0.988709       0.001003
2454424.9779517  0.986757       0.001006
2454424.9785747  0.987413       0.001004
2454424.9791997  0.982861       0.001009
2454424.9798247  0.983959       0.001010
2454424.9804477  0.983486       0.001013
2454424.9810807  0.979826       0.001015
2454424.9817027  0.980207       0.001016
2454424.9823267  0.981425       0.001018
2454424.9829517  0.981291       0.001018
2454424.9835767  0.978659       0.001020
2454424.9841997  0.980208       0.001022
2454424.9848237  0.979252       0.001024
2454424.9854467  0.978859       0.001022
2454424.9886287  0.980860       0.001032
2454424.9892567  0.977772       0.001033
2454424.9898797  0.981518       0.001032
2454424.9905037  0.980949       0.001038
2454424.9911267  0.978777       0.001034
2454424.9917557  0.978537       0.001038
2454424.9923807  0.976283       0.001041
2454424.9930057  0.978572       0.001041
2454424.9936287  0.978586       0.001039
2454424.9942517  0.977532       0.001040
2454424.9948827  0.978488       0.001039
2454424.9955057  0.979341       0.001045
2454424.9961307  0.977582       0.001049
2454424.9967537  0.978729       0.001042
2454424.9973787  0.980561       0.001050
2454424.9980027  0.981594       0.001047
2454424.9986257  0.978465       0.001052
2454424.9992507  0.978110       0.001047
2454424.9998757  0.976805       0.001051
2454425.0004987  0.977082       0.001052
2454425.0011227  0.977001       0.001058
2454425.0017477  0.977412       0.001059
2454425.0023747  0.977129       0.001059
2454425.0030077  0.976642       0.001058
2454425.0036317  0.978596       0.001062
2454425.0042557  0.979441       0.001061
2454425.0048817  0.979282       0.001061
2454425.0055067  0.975519       0.001063
2454425.0061417  0.974262       0.001067
2454425.0067647  0.978637       0.001069
2454425.0073887  0.977864       0.001070
2454425.0080137  0.980965       0.001071
2454425.0086367  0.977743       0.001084
2454425.0092717  0.976421       0.001076
2454425.0098947  0.977951       0.001082
2454425.0105177  0.974500       0.001089
2454425.0111427  0.977214       0.001080
2454425.0117657  0.975503       0.001083
2454425.0123987  0.975667       0.001080
2454425.0130227  0.977079       0.001081
2454425.0136477  0.977117       0.001081
2454425.0142737  0.976956       0.001085
2454425.0148977  0.971268       0.001092
2454425.0155297  0.974896       0.001092
2454425.0161537  0.972815       0.001096
2454425.0167767  0.973203       0.001096
2454425.0173997  0.975309       0.001096
2454425.0180267  0.976267       0.001094
2454425.0186507  0.975627       0.001101
2454425.0192737  0.975609       0.001103
2454425.0198987  0.976276       0.001100
2454425.0205287  0.973335       0.001107
2454425.0211537  0.978700       0.001109
2454425.0217767  0.974016       0.001109
2454425.0223997  0.973815       0.001110
2454425.0230237  0.973525       0.001113
2454425.0236557  0.976861       0.001111
2454425.0242857  0.977614       0.001110
2454425.0249087  0.976726       0.001114
2454425.0255327  0.975832       0.001121
2454425.0261577  0.974015       0.001126
2454425.0267927  0.975674       0.001122
2454425.0274157  0.974929       0.001127
2454425.0280387  0.972066       0.001134
2454425.0286647  0.975158       0.001130
2454425.0292877  0.975148       0.001132
2454425.0299177  0.975717       0.001132
2454425.0305407  0.976686       0.001137
2454425.0311657  0.976431       0.001142
2454425.0317907  0.972277       0.001140
2454425.0324137  0.974752       0.001142
2454425.0330577  0.973215       0.001146
2454425.0336807  0.975920       0.001148
2454425.0343057  0.975261       0.001151
2454425.0349297  0.974261       0.001156
2454425.0355547  0.978564       0.001156
2454425.0361807  0.972599       0.001168
2454425.0368057  0.972765       0.001171
2454425.0374307  0.975556       0.001164
2454425.0380557  0.977430       0.001166
2454425.0386817  0.974825       0.001174
2454425.0393167  0.977886       0.001180
2454425.0399427  0.973811       0.001179
2454425.0405647  0.978689       0.001175
2454425.0411877  0.975409       0.001185
2454425.0418117  0.974789       0.001192
2454425.0505807  0.975906       0.001235
2454425.0424437  0.975118       0.001189
2454425.0430667  0.976803       0.001193
2454425.0436917  0.975355       0.001200
2454425.0443147  0.978661       0.001198
2454425.0449407  0.978051       0.001205
2454425.0455837  0.975486       0.001207
2454425.0462077  0.976195       0.001211
2454425.0468317  0.975983       0.001226
2454425.0474547  0.976570       0.001227
2454425.0480777  0.977811       0.001219
2454425.0487077  0.978838       0.001230
2454425.0493347  0.977100       0.001231
2454425.0499577  0.977460       0.001228
2454425.0519597  0.980773       0.001189
2454425.0559067  0.984176       0.001170
2454425.0566467  0.979800       0.001173
2454425.0573877  0.981808       0.001176
2454425.0581277  0.980763       0.001184
2454425.0588667  0.982117       0.001188
2454425.0596167  0.981033       0.001200
2454425.0603587  0.983388       0.001202
2454425.0610977  0.981887       0.001223
2454425.0618377  0.983600       0.001217
2454425.0625777  0.983368       0.001222
2454425.0633287  0.984442       0.001230
2454425.0640697  0.982708       0.001239
2454425.0648097  0.986538       0.001238
2454425.0655487  0.986445       0.001245
2454425.0662887  0.984605       0.001256
2454425.0670397  0.987382       0.001262
