# From https://www.aanda.org/articles/aa/full_html/2018/11/aa33154-18/aa33154-18.html
6611.6185754 027374.17362 00.15782 0.163058 0.000226  HARPSN
56611.6601827 027372.53185 00.13156 0.163812 0.000137  HARPSN
56611.7029206 027369.73728 00.13326 0.164211 0.000132  HARPSN
56611.7424528 027367.44329 00.14258 0.163695 0.000142  HARPSN
56625.6092034 027395.84416 00.15681 0.155085 0.000227  HARPSN
56625.6511060 027394.09617 00.13943 0.154693 0.000175  HARPSN
56625.6941860 027391.29533 00.15037 0.155208 0.000204  HARPSN
56625.7369085 027388.98645 00.17190 0.154162 0.000281  HARPSN
56625.7702805 027386.03063 00.23472 0.154007 0.000391  HARPSN
56659.5138082 027414.84699 00.15527 0.158501 0.000107  HARPSN
56659.5588177 027413.48570 00.16056 0.156845 0.000114  HARPSN
56659.6046656 027412.13384 00.14796 0.156498 0.000101  HARPSN
56659.6331707 027413.02830 00.28988 0.156399 0.000193  HARPSN
56684.6027541 027401.60790 00.19998 0.150857 0.000334  HARPSN
56684.6446366 027397.66607 00.20965 0.148903 0.000365  HARPSN
56684.6895984 027393.22362 00.24326 0.136664 0.000565  HARPSN
56715.5183888 027386.90954 00.23174 0.166386 0.000504  HARPSN
56715.5632045 027385.40238 00.29335 0.163637 0.000812  HARPSN
56715.6070956 027383.91140 00.29978 0.163817 0.000848  HARPSN
56746.4419800 027391.48080 00.14381 0.157530 0.000102  HARPSN
56746.4858256 027390.39197 00.14481 0.158458 0.000097  HARPSN
56746.5233352 027388.83238 00.18622 0.157648 0.000156  HARPSN
55954.6837838 027417.08243 00.14512 0.152461 0.000301  HARPS
55954.7273079 027415.78625 00.14802 0.152285 0.000293  HARPS
55954.7617114 027414.47713 00.17744 0.152697 0.000355  HARPS
55971.6489976 027485.23496 00.14064 0.148182 0.000346  HARPS
55971.6911953 027485.29161 00.14058 0.148219 0.000335  HARPS
55971.7184470 027484.31473 00.25796 0.148487 0.000616  HARPS
55985.6177563 027450.68554 00.13869 0.152595 0.000250  HARPS
55985.6596793 027449.68915 00.13677 0.151858 0.000248  HARPS
55985.6837350 027448.47000 00.59000 0.150297 0.001112  HARPS
56002.5610181 027520.30457 00.16238 0.151187 0.000369  HARPS
56002.6024703 027519.40134 00.17085 0.150289 0.000382  HARPS
56002.6325277 027518.61386 00.29831 0.151643 0.000683  HARPS
