# From https://iopscience.iop.org/article/10.3847/1538-3881/aae1f5
#Title: Radial velocities from the N2K Project: 6 new cold gas giant planets 
#       orbiting HD-55696, HD-98736, HD-148164, HD-203473, and HD-211810 
#Authors: Ment K., Fischer D.A., Bakos G., Howard A.W., Isaacson H. 
#Table: Radial velocities for N2K stars
#================================================================================
#Byte-by-byte Description of file: ajaae1f5t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 10 A10    --      Name   Name of the star
#  12- 21 F10.4  d       JD     Julian Date, JD-2440000
#  23- 40 F18.11 m/s     RVel   Radial Velocity
#  42- 52 F11.7  m/s   e_RVel   Radial Velocity Error
#  54- 59 F6.4   --      SHK    []? Ca II H&K line emission indicator
#--------------------------------------------------------------------------------
HD-143174  14306.8620     -3.43885100000   1.3339500 0.2410 
HD-143174  14307.9020      5.96162780000   1.1099400 0.2430 
HD-143174  14308.8900     -2.73699680000   1.1450100 0.2410 
HD-143174  14309.8660     -5.02262810000   1.0574900 0.2420 
HD-143174  14310.8570     -4.81033570000   0.9992950 0.2430 
HD-143174  14311.8530     -2.91790380000   1.1057100 0.2420 
HD-143174  14312.8470     -1.83078400000   1.0571300 0.2390 
HD-143174  14313.8510     -2.20996000000   1.0124000 0.2390 
HD-143174  14314.8780     -5.50552380000   1.1121000 0.2380 
HD-143174  14318.9580      2.93006990000   1.0935200 0.2300 
HD-143174  14335.7930     -5.21737650000   1.1311400 0.2370 
HD-143174  14343.7770     -2.74394180000   1.0421800 0.2410 
HD-143174  14493.0770     -2.92015920000   1.4210700 0.2480 
HD-143174  14548.0390     21.15713800000   1.4917200 0.2440 
HD-143174  14549.0380     10.88408800000   1.5119000 0.2450 
HD-143174  14602.9090     19.92424800000   1.4456800 0.2470 
HD-143174  14603.8150     11.49044700000   1.3554000 0.2480 
HD-143174  14634.0110      4.25851190000   1.4352400 0.2370 
HD-143174  14634.9110      5.94325200000   1.3558000 0.2400 
HD-143174  14635.9620      4.71827150000   1.3948100 0.2390 
HD-143174  14636.9120      4.52184380000   1.2792700 0.2370 
HD-143174  14637.9530      1.69434000000   1.3746000 0.2340 
HD-143174  14638.8790      1.40072350000   1.3277500 0.2320 
HD-143174  14640.0340      3.74299650000   1.3475000 0.2330 
HD-143174  14640.8100     -0.51234729000   1.5962500 0.2320 
HD-143174  14641.7960     -4.69069020000   1.3873800 0.2340 
HD-143174  14688.8220     -5.95691540000   1.2639200 0.2340 
HD-143174  14689.8700     -7.31320850000   1.3946300 0.2330 
HD-143174  14718.7220     -1.36669850000   1.2327100 0.2370 
HD-143174  14723.7480     -0.85179790000   1.2485900 0.2280 
HD-143174  14725.7430      3.17605230000   1.3137500 0.2320 
HD-143174  14839.1550     -3.14555620000   1.4050600 0.2320 
HD-143174  14839.1580     -4.30363430000   1.4016300 0.2320 
HD-143174  14865.1380    -12.84671300000   1.3200500 0.2400 
HD-143174  14866.0900     -8.50775380000   1.6477800 0.2370 
HD-143174  14866.0960     -6.77368570000   1.4579800 0.2370 
HD-143174  14964.0740      7.64859740000   1.4510000 0.2350 
HD-143174  14984.9490      0.49462693000   1.4918300 0.2360 
HD-143174  15016.9770     -8.46865680000   1.2376700 0.2250 
HD-143174  15048.8390     -4.79070670000   1.2686500 0.2230 
HD-143174  15231.1100     -2.32483970000   1.4861000 0.2290 
HD-143174  15344.8960     -2.49179240000   1.6133900 0.2360 
HD-143174  15376.7810      5.73326590000   1.3856400 0.2400 
HD-143174  15395.9970      1.55393980000   1.1513400 0.2470 
HD-143174  15489.7080      9.54072110000   1.4830100 0.2570 
HD-143174  16320.1560      1.81405700000   1.4816300 0.2440 
HD-143174  17214.7630      9.76858300000   1.5978500 0.2620 
HD-143174  17601.7910     -5.25986600000   1.2795700 0.2380 
HD-143174  17601.7940     -4.78942340000   1.2074000 0.2380 
HD-143174  17601.7970     -3.86910810000   1.2223700 0.2380 
HD-143332  13190.9150    -97.75750000000  11.7331000        
HD-143332  13197.7870     -6.90614000000  11.8100000        
HD-143332  13198.8210    -19.53900000000  11.4419000        
HD-143332  13199.7710    -40.58480000000  11.3040000        
HD-143332  13206.9500    -52.44250000000  12.5533000        
HD-143332  13207.9490    -35.92880000000  11.6145000        
HD-143332  13398.1430     -3.79523000000   8.0144000 0.1600 
HD-143332  13401.1420     -4.19619000000   7.4728400 0.1590 
HD-143332  13429.1210     37.62380000000   7.6922000 0.1590 
HD-143332  13478.9530     38.37980000000   7.6831500 0.1600 
HD-143332  13480.0610     23.27300000000   9.4025800 0.1610 
HD-143332  13480.9300     33.78010000000   8.0945000 0.1590 
HD-143332  13483.9250     22.53190000000   8.2138800 0.1630 
HD-143332  13546.8020    106.05800000000  40.7798000 0.1780 
HD-143332  13546.8030     62.23140000000   9.1831600 0.1780 
HD-14374   13014.7660     10.14640000000   4.8034900        
HD-14374   13015.7650     14.67930000000   4.8935900        
HD-14374   13016.7690      0.80641700000   4.6344000        
HD-14374   13072.7510     -4.72534000000   8.0164100        
HD-14374   13241.0230     -5.69332000000   6.3697700 0.2460 
HD-14374   13603.1240     -6.66741000000   5.6765000 0.2720 
HD-145331  13190.9170     -3.25515000000   1.9502500        
HD-145331  13197.8820      5.18548000000   1.7312100        
HD-145331  13198.8910      3.16959000000   1.8254100        
HD-145331  13603.8440     -1.52225000000   1.8487200 0.1450 
HD-146050  13570.8000     -5.12278830000   0.4610390 0.1540 
HD-146050  13575.8210     -2.53535870000   0.4630200 0.1530 
HD-146050  13807.0840      3.31797540000   0.5470160 0.1540 
HD-14655   13014.7820    -17.51487500000   2.7012900        
HD-14655   13015.7860    -17.63672500000   2.5291700        
HD-14655   13016.7870    -32.13376400000   2.4820400        
HD-14655   13072.7190    -21.80729500000   3.2864100        
HD-14655   13207.1090     24.63923800000   2.8089700        
HD-14655   13208.1010     18.06928400000   2.6751300        
HD-14655   13368.8470    -13.00955700000   1.2834800 0.1500 
HD-14655   13369.7630     25.37796300000   1.4698800 0.1490 
HD-14655   13370.7280     20.81548900000   1.6500700 0.1500 
HD-14655   13397.7400      5.93370270000   1.1026900 0.1510 
HD-14655   13398.7540     19.45130300000   1.1362200 0.1510 
HD-14655   13425.7550     -7.61544560000   1.2289000 0.1550 
HD-14655   13426.7340    -10.85394100000   1.1215100 0.1520 
HD-14655   13427.7340     -9.31526120000   1.1427400 0.1540 
HD-14655   13603.1200      9.96540520000   1.2813700 0.1470 
HD-14655   13604.1300      4.52456700000   1.4714600 0.1480 
HD-14655   13605.1300     -6.48328070000   1.3028300 0.1470 
HD-14655   13692.9120     -2.35495210000   1.3068700 0.1460 
HD-14655   13693.8540     -1.44618230000   1.1770000 0.1440 
HD-14655   13694.7800      4.36931690000   1.3161300 0.1440 
HD-14655   13695.7530    -24.39713400000   1.4197100 0.1440 
HD-14655   13696.8980    -27.54688300000   1.2840300 0.1470 
HD-14655   13724.7850      6.22078450000   1.4599500 0.1480 
HD-14655   13746.8710    -19.36294400000   1.8104800 0.1470 
HD-14655   13747.8710    -13.48999200000   1.5184700 0.1510 
HD-14655   13748.8250    -12.62641300000   1.7114200 0.1500 
HD-14655   13749.7360    -10.54882800000   1.5903000 0.1480 
HD-14655   13750.7190     18.67660300000   1.4877200 0.1470 
HD-14655   13750.7400     11.19522400000   1.5541000 0.1470 
HD-14655   13751.7250     16.52174800000   1.4017300 0.1470 
HD-14655   13752.7350    -11.12903100000   1.1262700 0.1490 
HD-14655   13927.1110    -14.16569700000   1.5308900 0.1440 
HD-14655   13928.1130    -12.35294500000   1.5958500 0.1440 
HD-14655   13981.9950     33.04316200000   1.5707200 0.1430 
HD-14655   13983.0910      0.54408345000   1.5769300 0.1440 
HD-14655   14024.0290    -10.57780700000   1.8273200 0.1460 
HD-14655   14129.7250     -9.44662600000   1.3002200 0.1460 
HD-14655   14344.0070      9.46326690000   1.3741400 0.1450 
HD-14655   14427.8570     11.10481400000   1.3482000 0.1460 
HD-14655   14428.8040     -8.95947830000   1.4372600 0.1470 
HD-14655   14429.9760    -14.67492900000   1.2973600 0.1470 
HD-14655   14430.7970     15.15824600000   1.3614300 0.1450 
HD-14655   14717.9610     16.09271400000   1.4043900 0.1510 
HD-14655   14807.8610      0.04688233200   1.3316400 0.1520 
HD-14655   15231.7560     -9.74716910000   1.4414700 0.1570 
HD-14655   17586.1190    -15.24907100000   1.7519900 0.1490 
HD-147062  13197.9110     10.96320000000   2.2655500        
HD-147062  13198.9160     -3.35850000000   2.4015700        
HD-147062  13199.8630      4.34670000000   2.2206600        
HD-147062  13207.9540     -2.40268000000   2.2790600        
HD-147062  13603.8410     10.35490000000   2.1532300 0.1690 
HD-147506  13981.7790    -30.64121800000   7.2542200 0.1940 
HD-147506  13982.8730   -320.86757000000   7.6237800 0.1900 
HD-147506  13983.8160    528.33299000000   7.8004400 0.1910 
HD-147506  13984.8960    843.86291000000   7.8130500 0.1780 
HD-147506  14023.6940    687.73192000000   7.8773800 0.1930 
HD-147506  14186.9960    687.77483000000   7.5720800 0.1920 
HD-147506  14187.1020    675.39664000000   6.7790800 0.1910 
HD-147506  14187.1580    708.48951000000   6.4781900 0.1920 
HD-147506  14188.0150    749.70954000000   6.9214900 0.1900 
HD-147506  14188.1580    766.61146000000   6.7908600 0.1900 
HD-147506  14189.0080    643.36368000000   6.5582500 0.1890 
HD-147506  14189.0870    626.42440000000   6.6595200 0.1880 
HD-147506  14189.1560    610.69555000000   7.1680700 0.1890 
HD-147506  14216.9570    715.67572000000   7.9978300 0.1890 
HD-147506  14257.7540     18.91607200000   6.0988100 0.1910 
HD-147506  14257.7560     24.65957400000   6.3029500 0.1910 
HD-147506  14257.7580     14.60669200000   6.3221400 0.1910 
HD-147506  14257.7920    -20.82380900000   5.6520200 0.1910 
HD-147506  14257.7940    -28.45483000000   5.2608500 0.1910 
HD-147506  14257.7970    -30.37812200000   5.3915000 0.1910 
HD-147506  14257.8000    -33.50622400000   4.8695400 0.1910 
HD-147506  14257.8020    -30.78649600000   5.3325800 0.1910 
HD-147506  14257.8050    -43.38303200000   4.9991800 0.1910 
HD-147506  14257.8080    -34.06314200000   5.3460000 0.1910 
HD-147506  14257.8110    -50.95638800000   5.5053800 0.1910 
HD-147506  14257.8130    -45.92215400000   5.5955100 0.1910 
HD-147506  14257.8160    -33.08771900000   5.4098700 0.1910 
HD-147506  14257.8250    -57.50410800000   5.4007800 0.1910 
HD-147506  14257.8280    -59.27883600000   4.9915700 0.1910 
HD-147506  14257.8310    -67.65494700000   5.6099900 0.1910 
HD-147506  14257.8330    -63.69381200000   5.4133100 0.1910 
HD-147506  14257.8360    -63.75770100000   4.8512700 0.1910 
HD-147506  14257.8390    -70.71049700000   4.9607700 0.1910 
HD-147506  14257.8410    -31.19483700000   4.9472100 0.1910 
HD-147506  14257.8440    -35.54643400000   4.8714000 0.1910 
HD-147506  14257.8470    -35.54698600000   5.2509900 0.1910 
HD-147506  14257.8500    -16.08028000000   5.1206900 0.1910 
HD-147506  14257.8530    -39.66643100000   5.3326600 0.1910 
HD-147506  14257.8550    -21.88836500000   4.9224400 0.1910 
HD-147506  14257.8580     15.04485800000   5.4820300 0.1910 
HD-147506  14257.8610    -34.17775300000   5.0274800 0.1910 
HD-147506  14257.8640    -20.43085000000   5.1488700 0.1910 
HD-147506  14257.8660    -20.36745800000   5.2395000 0.1910 
HD-147506  14257.8690    -12.22942200000   5.6314200 0.1910 
HD-147506  14257.8720    -25.81521300000   4.8161500 0.1910 
HD-147506  14257.8750    -35.75566100000   5.3846300 0.1910 
HD-147506  14257.8770    -37.88170900000   4.9594900 0.1910 
HD-147506  14257.8800    -43.48654800000   5.2734600 0.1910 
HD-147506  14257.8830    -38.46998000000   5.6310500 0.1910 
HD-147506  14257.8860    -63.38698900000   5.1895800 0.1910 
HD-147506  14257.8880    -39.20204400000   5.0861300 0.1910 
HD-147506  14257.8910    -64.87140300000   4.9220000 0.1910 
HD-147506  14257.8940    -76.19771800000   5.1427400 0.1910 
HD-147506  14257.8960    -90.21201000000   5.0637500 0.1910 
HD-147506  14257.8990    -88.22459300000   4.9794300 0.1910 
HD-147506  14257.9020   -102.52372000000   5.4225700 0.1910 
HD-147506  14257.9040   -107.10565000000   5.2784400 0.1910 
HD-147506  14257.9070   -110.41072000000   4.9215200 0.1910 
HD-147506  14257.9100   -141.23847000000   4.9017100 0.1910 
HD-147506  14257.9130   -150.51732000000   4.6948900 0.1910 
HD-147506  14257.9160   -153.62367000000   4.5539100 0.1910 
HD-147506  14257.9190   -171.91809000000   5.0831500 0.1910 
HD-147506  14257.9220   -183.21195000000   5.0156700 0.1910 
HD-147506  14257.9250   -195.00235000000   5.0041300 0.1910 
HD-147506  14257.9280   -223.88432000000   5.4546500 0.1910 
HD-147506  14257.9310   -231.12344000000   5.5966900 0.1910 
HD-147506  14257.9340   -231.52443000000   5.4604200 0.1910 
HD-147506  14257.9370   -250.89292000000   5.3652300 0.1910 
HD-147506  14257.9390   -255.70926000000   4.8978800 0.1910 
HD-147506  14257.9420   -266.44517000000   5.0779000 0.1910 
HD-147506  14257.9450   -271.00486000000   5.2146200 0.1910 
HD-147506  14257.9480   -294.21278000000   4.6819800 0.1910 
HD-147506  14257.9510   -284.47053000000   4.7926300 0.1910 
HD-147506  14257.9540   -311.93734000000   5.3034400 0.1910 
HD-147506  14257.9570   -311.46083000000   4.8713500 0.1910 
HD-147506  14257.9600   -304.91992000000   5.1945100 0.1910 
HD-147506  14257.9630   -317.77127000000   4.7439900 0.1910 
HD-147506  14257.9660   -324.73772000000   4.9242500 0.1910 
HD-147506  14257.9690   -331.43411000000   5.2410000 0.1910 
HD-147506  14257.9720   -322.55545000000   5.2723200 0.1910 
HD-147506  14257.9750   -324.77168000000   5.0194100 0.1910 
HD-147506  14257.9780   -327.87734000000   4.9904400 0.1910 
HD-147506  14257.9810   -334.91677000000   4.8679100 0.1910 
HD-147506  14257.9840   -332.49993000000   5.0052100 0.1910 
HD-147506  14257.9860   -342.91158000000   4.9741200 0.1910 
HD-147506  14257.9890   -330.36225000000   5.2918800 0.1910 
HD-147506  14257.9920   -355.52271000000   5.3451500 0.1910 
HD-147506  14257.9950   -341.01953000000   5.0168600 0.1910 
HD-147506  14257.9980   -326.63397000000   5.0446900 0.1910 
HD-147506  14258.0010   -317.31177000000   4.9720400 0.1910 
HD-147506  14258.0040   -323.54226000000   4.9477700 0.1910 
HD-147506  14258.0070   -311.15791000000   5.0763600 0.1910 
HD-147506  14258.0100   -297.07259000000   5.0035200 0.1910 
HD-147506  14258.0120   -305.82492000000   5.1987700 0.1910 
HD-147506  14258.0150   -315.92370000000   4.6778900 0.1910 
HD-147506  14258.0190   -313.35238000000   5.1602100 0.1910 
HD-147506  14258.0220   -322.26251000000   4.9766100 0.1910 
HD-147506  14258.0250   -318.72936000000   5.0802300 0.1910 
HD-147506  14258.0280   -321.20628000000   4.4923900 0.1910 
HD-147506  14258.0310   -335.17439000000   4.8193000 0.1910 
HD-147506  14258.0400   -323.41939000000   5.1961600 0.1910 
HD-147506  14258.0430   -345.14656000000   5.0420800 0.1910 
HD-147506  14258.0460   -351.45739000000   5.0692800 0.1910 
HD-147506  14258.0490   -360.14654000000   5.1574800 0.1910 
HD-147506  14258.0520   -364.68834000000   5.0438000 0.1900 
HD-147506  14258.0560   -367.15579000000   4.8763600 0.1900 
HD-147506  14258.0590   -369.10544000000   5.0051800 0.1900 
HD-147506  14258.0620   -383.60057000000   4.8640800 0.1900 
HD-147506  14258.0970   -440.94690000000   5.4811600 0.1900 
HD-147506  14258.1000   -441.85687000000   4.9932900 0.1900 
HD-147506  14258.1040   -455.73663000000   4.7210200 0.1900 
HD-147506  14279.8750    363.89442000000   8.1418600 0.1890 
HD-147506  14285.8220    126.70861000000   5.9479800 0.1920 
HD-147506  14294.8770    718.73653000000   6.3692200 0.1930 
HD-147506  14304.8640    578.45709000000   5.8491800 0.1920 
HD-147506  14305.8690    727.65489000000   6.1212800 0.1910 
HD-147506  14306.8640    722.35512000000   7.6487200 0.1920 
HD-147506  14307.9120    447.42998000000   6.2657200 0.1940 
HD-147506  14335.8130    538.58880000000   6.6279900 0.1900 
HD-147506  14546.0960   -693.58532000000   7.7048200 0.1870 
HD-147506  14547.1140    526.30542000000   7.0558500 0.1860 
HD-147506  14549.0490    745.76991000000   7.0242700 0.1890 
HD-147506  14602.9140    261.73756000000   6.6460900 0.1910 
HD-147506  14603.9290    652.52272000000   5.7355700 0.1900 
HD-147506  14674.8720   -406.69595000000   7.5588300 0.1870 
HD-147506  14839.1670   -377.83794000000   7.9189900 0.1870 
HD-147506  15015.8710    671.11914000000   8.4586400 0.1860 
HD-147506  15350.9460   -525.23586000000   8.3665100 0.1880 
HD-147506  15465.7430    596.46484000000   6.7285100 0.1850 
HD-147506  15703.8730    614.17655000000   7.5463900 0.1860 
HD-147506  15704.8360    366.34155000000   7.9296800 0.1840 
HD-147506  15705.8530   -547.56509000000   8.0503900 0.1830 
HD-147506  15706.8320   -267.72688000000   7.4594700 0.1840 
HD-147506  15707.8440    496.80657000000   7.4540100 0.1840 
HD-147506  15808.7600    315.61005000000   8.2976800 0.1880 
HD-147506  15850.6950    549.25364000000   7.5395600 0.1870 
HD-147506  15932.1610   -249.92831000000   9.5355600 0.1890 
HD-147506  15945.1280    585.33356000000   8.7047700 0.1860 
HD-147506  15992.0180    391.37590000000  10.1225000 0.1870 
HD-147506  16147.7530    542.66247000000   7.9046600 0.1840 
HD-147506  16149.7390    368.97939000000   8.3546600 0.1820 
HD-147506  16506.7340   -399.86824000000   6.6299400 0.1910 
HD-147506  16826.7530   -217.44401000000   7.8755700 0.1880 
HD-147506  16846.7500    618.41486000000   7.8026400 0.1890 
HD-147506  16849.7700  -1132.68570000000   7.8968100 0.1910 
HD-147506  16855.7760   -956.38843000000   7.2944000 0.1860 
HD-147506  17065.1500    441.16545000000   9.3153300 0.1740 
HD-147506  17150.9890    688.92555000000   8.5497900 0.1880 
HD-147506  17151.1350    670.05196000000   8.0185200 0.1870 
HD-147506  17179.7590    588.40026000000   7.2501500 0.1900 
HD-147506  17197.9660    165.27474000000   7.7008600 0.1880 
HD-147506  17203.9370    -39.90126700000   7.8683100 0.1860 
HD-147506  17211.9530    542.39411000000   7.4637600 0.1880 
HD-147506  17214.0500    465.79573000000   8.5373000        
HD-147506  17254.8990   -222.67882000000   8.4777100 0.1850 
HD-147506  17255.8880   -613.19108000000   8.0221600 0.1870 
HD-147506  17262.7230    507.32040000000   8.3972400 0.1860 
HD-147506  17294.7040   -910.38839000000   6.2949000 0.1820 
HD-147506  17298.7060    504.79777000000   6.2574000 0.1820 
HD-147506  17326.6840    494.17703000000   8.4229800 0.1790 
HD-147506  17423.1820    316.73310000000   8.7413900 0.1830 
HD-147506  17672.7050   -788.34165000000   7.8236900 0.1690 
HD-147506  17793.1790    568.29476000000   9.1145400 0.1750 
HD-147752  13925.9790      1.22667410000   0.6521520 0.5190 
HD-147752  13926.9110     -5.07118790000   0.6651690 0.5200 
HD-147752  13927.8230     -2.25376440000   0.6857900 0.5260 
HD-147752  13931.8500      5.98634770000   0.9237770        
HD-147887  13197.9130     -0.49259800000   1.8959700        
HD-147887  13198.9170      6.25900000000   1.9632900        
HD-147887  13199.8650     -1.76544000000   1.8152900        
HD-147887  13207.9930      5.56201000000   1.9721700        
HD-147887  13603.8390      9.01918000000   2.0785700 0.1410 
HD-148164  13197.9140    -22.64712300000   3.3275100        
HD-148164  13198.9190     -7.00700170000   2.8102500        
HD-148164  13199.8660    -44.62199200000   3.1874200        
HD-148164  13208.0010    -19.89932000000   3.0244200        
HD-148164  13398.1680      0.95659719000   1.7480000 0.1560 
HD-148164  13398.1730      2.34521660000   1.4421600 0.1560 
HD-148164  13399.1570      3.95098660000   1.3281200 0.1550 
HD-148164  13401.1470      7.36241530000   1.3739200 0.1540 
HD-148164  13429.1280      0.57589656000   1.3772500 0.1550 
HD-148164  13981.7400    -46.76268300000   1.7700300 0.1560 
HD-148164  13982.7960    -47.83601300000   1.7623400 0.1570 
HD-148164  14549.0280    -79.72959700000   1.9290300 0.1540 
HD-148164  14674.8120    -53.29832700000   1.5138100 0.1550 
HD-148164  14688.8140    -61.92209000000   1.6411600 0.1560 
HD-148164  15041.8820    -46.59517700000   1.5034000 0.1530 
HD-148164  15231.1540    -41.44506500000   1.6990000 0.1550 
HD-148164  15395.9170    -22.57531400000   1.5812000 0.1540 
HD-148164  15399.8940    -30.75113900000   1.5430500 0.1540 
HD-148164  15606.1530     -8.00981870000   1.7496900 0.1540 
HD-148164  15636.0760     -5.61554860000   1.6007300 0.1530 
HD-148164  15668.0280     -4.47106090000   1.7788900 0.1530 
HD-148164  15668.9890    -11.42830800000   1.6852400 0.1540 
HD-148164  15796.7260    -60.77667700000   1.5340000 0.1520 
HD-148164  15992.0450     14.20379800000   2.0452300 0.1510 
HD-148164  16099.8130    -48.71067800000   1.7410600 0.1530 
HD-148164  16166.7320    -12.33458400000   2.0286400 0.1540 
HD-148164  16327.1430     30.35743700000   1.6838000 0.1520 
HD-148164  16328.1430     32.78565000000   1.6195300 0.1520 
HD-148164  16446.8430    -32.84443300000   2.0391300 0.1510 
HD-148164  16472.7990     -9.29153010000   2.0953400 0.1520 
HD-148164  16473.7860    -10.56485100000   2.0358800 0.1520 
HD-148164  16489.7670     -5.42493140000   2.0150100 0.1530 
HD-148164  16588.6930     27.07535300000   2.3622900 0.1530 
HD-148164  16849.7670     21.31092100000   1.9737800 0.1570 
HD-148164  16863.7480     25.95212800000   2.0161500 0.1570 
HD-148164  16880.7590     25.82466100000   1.8249800 0.1560 
HD-148164  16893.7400     36.66177100000   1.7176100 0.1560 
HD-148164  17062.1460     40.92955600000   1.9310300 0.1600 
HD-148164  17179.9290     34.45165900000   2.0277800 0.1570 
HD-148164  17232.8180     42.51779500000   1.6601600 0.1570 
HD-148164  17244.7430     38.07253300000   1.4141900 0.1570 
HD-148164  17597.8650     38.46778700000   1.5719000 0.1560 
HD-148164  17601.8020     41.65318900000   1.5135200 0.1540 
HD-148164  17601.8040     41.13254400000   1.4230400 0.1540 
HD-148164  17601.8060     40.09194700000   1.5255200 0.1540 
HD-148164  17652.7650     44.31348200000   1.5106900 0.1560 
HD-148284  13570.8600   -513.07427000000   1.6503500 0.1430 
HD-148284  13575.9250   -486.05014000000   1.7669400 0.1410 
HD-148284  14318.9440    -18.32276100000   1.5063700 0.1410 
HD-148284  14549.0570   -640.90747000000   1.4640700 0.1440 
HD-148284  14634.9270   -226.52623000000   1.4637700 0.1440 
HD-148284  14640.0280   -186.41389000000   1.6435200 0.1430 
HD-148284  14641.9630   -173.80328000000   1.7761000 0.1430 
HD-148284  14984.9600   -139.03828000000   1.6596600 0.1420 
HD-148284  15016.9870    194.17911000000   1.5125900 0.1420 
HD-148284  15041.9410    556.66700000000   1.5232100 0.1420 
HD-148284  15048.8440    670.66109000000   1.6896900 0.1420 
HD-148284  15231.1030   -631.01326000000   1.5636500 0.1420 
HD-148284  15286.0490   -416.02553000000   1.6182200 0.1420 
HD-148284  15321.9200   -156.84330000000   1.6700300 0.1420 
HD-148284  15606.1580   -511.14228000000   1.5519000 0.1430 
HD-148284  15636.0850   -346.35366000000   1.4810000 0.1430 
HD-148284  15668.0080    -99.80102800000   1.5218100 0.1430 
HD-148284  15669.0280    -88.26522000000   1.5187800 0.1420 
HD-148284  15671.0900    -73.55565100000   1.5259600 0.1430 
HD-148284  15808.7550    408.19201000000   1.5872600 0.1430 
HD-148284  15850.6970   -499.66692000000   1.7609900 0.1430 
HD-148284  16448.8330   1393.03250000000   1.9034800 0.1430 
HD-148284  16475.7780    854.22079000000   1.6989500 0.1430 
HD-148284  16476.7820    818.45554000000   1.9654700 0.1440 
HD-148284  16710.0270    152.80856000000   2.2624700 0.1440 
HD-148284  16846.7540   -183.30108000000   2.4466900 0.1420 
HD-148284  16894.7310   -627.41132000000   2.3850000 0.1410 
HD-148284  17065.1530    354.42258000000   3.1222300 0.0280 
HD-148284  17214.7560   -544.30212000000   2.5594600 0.1460 
HD-148284  17788.1780   1142.01730000000   1.5295900 0.1410 
HD-148319  13190.9210      4.49679000000   3.4662100        
HD-148319  13197.8840      0.08339070000   2.9054900        
HD-148319  13198.8930     -4.58503000000   3.2327100        
HD-148428  13190.9220     -3.76460000000   2.0144700        
HD-148428  13197.8850     -7.51968000000   1.6194100        
HD-148428  13198.8980    -13.00940000000   1.6080100        
HD-148428  13603.8370     32.73840000000   1.7924800 0.1550 
HD-149026  13427.1590      3.24145980000   1.4807000 0.1500 
HD-149026  13429.1140     30.76582100000   1.4560600 0.1530 
HD-149026  13430.0790      1.24965820000   1.5972000 0.1530 
HD-149026  13430.0960     -4.74649560000   1.5751900 0.1530 
HD-149026  13479.0360    -13.30251700000   1.8961000 0.1550 
HD-149026  13480.1110    -21.34275400000   1.5045100 0.1550 
HD-149026  13483.9300     37.38837000000   1.8700100 0.1530 
HD-149026  13546.8300     11.53179300000   1.6223400 0.1520 
HD-149026  13547.7820     20.79148800000   1.0540400 0.1520 
HD-149026  13547.8230     15.75933100000   1.1324800 0.1520 
HD-149026  13547.8520     13.89436100000   1.0284500 0.1520 
HD-149026  13547.8840     10.93724700000   1.1877500 0.1520 
HD-149026  13547.8920      8.66271760000   1.1601500 0.1520 
HD-149026  13547.9190      4.56297380000   1.0508800 0.1520 
HD-149026  13547.9360      6.07589700000   1.1319800 0.1520 
HD-149026  13547.9540     16.06053900000   1.0500900 0.1520 
HD-149026  13547.9660     12.01968500000   1.1530200 0.1520 
HD-149026  13547.9720     17.49606200000   1.3804200 0.1520 
HD-149026  13547.9860     10.12672200000   1.1974800 0.1520 
HD-149026  13547.9960      6.37099810000   1.1048400 0.1520 
HD-149026  13548.0070     -2.75070530000   1.0962200 0.1520 
HD-149026  13548.0150    -10.13310100000   1.1651400 0.1520 
HD-149026  13548.0270    -11.45154700000   1.1847700 0.1520 
HD-149026  13548.0350     -5.77299820000   2.0072800 0.1520 
HD-149026  13548.0460    -11.91250000000   1.7662700 0.1520 
HD-149026  13548.0590    -15.20848700000   1.3388200 0.1500 
HD-149026  13548.0640     -5.71587290000   1.7420300 0.1500 
HD-149026  13548.0790     -1.93045510000   1.6725600 0.1500 
HD-149026  13548.9390    -40.07323100000   1.0885200 0.1530 
HD-149026  13549.8320     28.26390700000   1.6597800 0.1530 
HD-149026  13550.8620      3.01035460000   1.0178400 0.1530 
HD-149026  13551.8780    -42.87725000000   1.0526500 0.1520 
HD-149026  13570.8570     15.30498700000   1.2595500 0.1520 
HD-149026  13575.9390     32.15196500000   1.8793500 0.1480 
HD-149026  13602.7450    -23.83549100000   1.4847700 0.1510 
HD-149026  14318.9510    -23.84950800000   1.2408400 0.1520 
HD-149026  14546.0930    -14.16286900000   1.5882400 0.1560 
HD-149026  14547.1100    -18.73734000000   1.6879100 0.1550 
HD-149026  14549.0540    -21.51250900000   1.7466200 0.1550 
HD-149026  14667.8600    -23.44242400000   1.3567100 0.1530 
HD-149026  14671.8650     29.63021400000   1.4336600 0.1530 
HD-149026  14672.8690    -31.34988500000   1.2583700 0.1540 
HD-149026  14673.9190      0.62620162000   1.3727700 0.1550 
HD-149026  15048.8480     21.01919800000   1.8991300 0.1530 
HD-149026  15350.9440      8.64574310000   1.5688700 0.1520 
HD-149026  15465.7460     23.83556300000   1.4769500 0.1470 
HD-149026  15671.9680      1.93219520000   1.8061300 0.1530 
HD-149026  15672.9690     20.19695200000   1.7622700 0.1520 
HD-149026  15697.8480      1.25028860000   1.9091500 0.1520 
HD-149026  15699.8170    -34.11862000000   1.7750000 0.1530 
HD-149026  15700.8670     16.70034000000   1.9043800 0.1530 
HD-149026  15703.8750     23.41089900000   1.7975300 0.1530 
