# From https://iopscience.iop.org/article/10.3847/1538-3881/aae1f5
#Title: Radial velocities from the N2K Project: 6 new cold gas giant planets 
#       orbiting HD-55696, HD-98736, HD-148164, HD-203473, and HD-211810 
#Authors: Ment K., Fischer D.A., Bakos G., Howard A.W., Isaacson H. 
#Table: Radial velocities for N2K stars
#================================================================================
#Byte-by-byte Description of file: ajaae1f5t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 10 A10    --      Name   Name of the star
#  12- 21 F10.4  d       JD     Julian Date, JD-2440000
#  23- 40 F18.11 m/s     RVel   Radial Velocity
#  42- 52 F11.7  m/s   e_RVel   Radial Velocity Error
#  54- 59 F6.4   --      SHK    []? Ca II H&K line emission indicator
#--------------------------------------------------------------------------------
HD-73256   15522.0510    202.76955000000   1.0240800 0.4880 
HD-73256   15613.9700    128.16588000000   1.1766500 0.4770 
HD-73256   15634.8960   -111.38087000000   1.2241900 0.4660 
HD-73256   15663.8110   -240.36632000000   1.2432900 0.4650 
HD-73256   15972.9690    187.50939000000   1.0956800 0.4270 
HD-73256   16614.0760   -142.77741000000   0.9827820 0.4410 
HD-73256   16614.0860   -135.30686000000   1.0332700 0.4410 
HD-73256   16639.0780   -112.51888000000   1.0001400 0.4490 
HD-73256   17715.0740    -45.23553400000   1.0379600 0.4150 
HD-73534   13014.9220      7.64010180000   1.6088700        
HD-73534   13015.9180     14.05244000000   1.4461500        
HD-73534   13016.9240      8.40218670000   1.6482700        
HD-73534   13071.8880     12.23573600000   1.7866300        
HD-73534   13369.0430     -8.28009450000   1.1836200 0.1300 
HD-73534   13369.9090    -11.04515800000   1.1167200 0.1290 
HD-73534   13397.9050     -5.63824950000   1.0611500 0.1290 
HD-73534   13746.9320    -14.20828700000   1.3455000 0.1290 
HD-73534   13747.9770    -14.05987500000   1.2689700 0.1310 
HD-73534   13748.9330    -14.01952000000   1.2217100 0.1290 
HD-73534   13749.8620    -20.56930600000   1.2535300 0.1310 
HD-73534   13750.8680    -25.84989700000   1.2375400 0.1290 
HD-73534   13752.9790    -15.98956900000   0.9703100 0.1300 
HD-73534   13775.9450    -13.51363100000   1.0991500 0.1290 
HD-73534   13776.8370    -18.60898000000   1.3426800 0.1290 
HD-73534   14130.0950     -5.27824760000   1.3944900 0.1280 
HD-73534   14428.0530      9.00831200000   1.0932900 0.1300 
HD-73534   14428.9980     13.06757400000   1.0883100 0.1290 
HD-73534   14779.0730     14.69861900000   1.2128500 0.1290 
HD-73534   14780.1230     13.84923200000   1.1945500 0.1290 
HD-73534   14806.0180     10.44214300000   1.1612600 0.1300 
HD-73534   14807.0420     10.38601800000   1.1192500 0.1290 
HD-73534   14808.1320      9.83943570000   1.1540400 0.1300 
HD-73534   14809.0710     12.07770900000   1.1553100 0.1290 
HD-73534   14810.1520      6.72729480000   1.1029600 0.1290 
HD-73534   14811.1330      4.94981650000   1.1521600 0.1300 
HD-73534   14838.9690      4.39395570000   1.1363600 0.1300 
HD-73534   14846.9490     11.44688900000   1.1620900 0.1280 
HD-73534   14865.0680      8.65633920000   1.1583500 0.1300 
HD-73534   14867.8710      7.72334630000   1.2193900 0.1300 
HD-73534   14929.7840      3.23187460000   1.3047300 0.1300 
HD-73534   14963.8310      2.10690050000   1.2799800 0.1300 
HD-73534   14983.7610      5.95308190000   1.1204900 0.1300 
HD-73534   14984.7510     -0.13315777000   1.1853100 0.1310 
HD-73534   15134.1090     -0.10513760000   1.2618400 0.1290 
HD-73534   15231.0260    -15.19429600000   1.2887000 0.1310 
HD-73534   15491.0750    -25.38384600000   1.0567500 0.1290 
HD-73534   15606.0080     -4.53765050000   1.2016700 0.1300 
HD-73534   15607.0110     -7.92083990000   1.1234200 0.1300 
HD-73534   15663.8300    -11.01481500000   1.1739800 0.1300 
HD-73534   15902.0380      1.30221600000   1.1457100 0.1300 
HD-73534   16193.1440     17.86056800000   1.0766100 0.1290 
HD-73534   16446.7460     14.72108300000   1.2581100 0.1230 
HD-73534   16614.0820      4.12655120000   1.0680500 0.1290 
HD-73534   16640.9880      9.59898930000   1.1587700 0.1290 
HD-73534   17061.9570    -10.50257400000   1.0989800 0.1310 
HD-73534   17297.1410     -2.50242400000   1.2122100 0.1320 
HD-73534   17672.1460      6.37196230000   1.1286700 0.1300 
HD-7510    13982.0290     -1.35283950000   0.7465170 0.1720 
HD-7510    13982.9780     -0.54182149000   0.7327270 0.1740 
HD-7510    13983.9220     -3.48794080000   0.7860640 0.1730 
HD-7510    14428.8170      3.69864690000   0.9077310 0.1720 
HD-75576   13015.0180      8.22040000000   4.5984400        
HD-75576   13016.0170     -3.86386000000   4.0019300        
HD-75576   13017.0130      0.18637500000   4.4149700        
HD-75576   13071.8450     -4.76377000000   5.8315800        
HD-75576   13483.8000     -0.33292000000   5.2489000 0.1520 
HD-75784   13014.9240    -30.98901500000   1.4401700        
HD-75784   13015.9200    -35.80277400000   1.4083500        
HD-75784   13016.9260    -25.94672500000   1.4420600        
HD-75784   13071.8870    -46.46591300000   1.5864800        
HD-75784   13369.0450    -32.62986000000   0.9981470 0.1330 
HD-75784   13369.9120    -37.66620600000   1.0684500 0.1330 
HD-75784   13397.9010    -44.97222800000   0.8140710 0.1330 
HD-75784   13398.8610    -47.70902500000   0.9341000 0.1330 
HD-75784   14428.0500     13.46243100000   0.8870870 0.1330 
HD-75784   14429.0010     12.24517200000   0.9019310 0.1320 
HD-75784   14839.0400     23.19834800000   1.1078900 0.1340 
HD-75784   14867.8770     21.39763100000   1.1764100 0.1330 
HD-75784   15164.0800     39.43792500000   1.0293900 0.1320 
HD-75784   15198.9820     25.63831500000   0.9985660 0.1320 
HD-75784   15231.9940     24.30070700000   0.9748630 0.1310 
HD-75784   15260.7750     25.76410200000   1.0067300 0.1340 
HD-75784   15501.0660     25.61662600000   1.0670600 0.1330 
HD-75784   15522.0040     16.37229500000   1.0176500 0.1340 
HD-75784   15606.0110     -2.63624100000   1.0205800 0.1340 
HD-75784   15613.0130     -6.61654520000   1.0361500 0.1330 
HD-75784   15633.8480     12.74250400000   1.0074600 0.1350 
HD-75784   15663.8360     19.78951600000   0.9427560 0.1330 
HD-75784   15668.8320     16.04900200000   1.0372800 0.1330 
HD-75784   15670.7780     22.48042100000   0.9110680 0.1330 
HD-75784   15672.8360     20.76965500000   0.9581140 0.1330 
HD-75784   15697.7440     30.59805300000   1.0255800 0.1330 
HD-75784   15723.7400     39.60231100000   1.0821900 0.1320 
HD-75784   15842.1220      5.80378200000   1.0670500 0.1340 
HD-75784   15843.0910      7.34069600000   1.1345900 0.1000 
HD-75784   15879.0680     -9.90373010000   0.9441500 0.1330 
HD-75784   15902.0400    -12.98860500000   0.9048790 0.1330 
HD-75784   15902.9940    -10.34834500000   1.0032500 0.1330 
HD-75784   15945.0260    -12.43292700000   1.0888400 0.1320 
HD-75784   15973.0360     -2.11273500000   1.0830700 0.1340 
HD-75784   16027.8580     21.13861500000   0.9952980 0.1330 
HD-75784   16193.1420    -13.59532500000   0.9576020 0.1330 
HD-75784   16203.1420    -24.80153600000   0.9910950 0.1320 
HD-75784   16318.8820    -21.43195000000   0.8989240 0.1330 
HD-75784   16638.0100    -35.83850600000   1.0492000 0.1330 
HD-75784   16674.8590    -30.56120900000   1.3719900 0.1350 
HD-75784   16708.9340    -21.37905400000   1.0847400 0.1340 
HD-75784   17199.7400    -36.23046200000   1.0784100 0.1190 
HD-75784   17299.1480    -57.66204400000   1.1445800 0.1350 
HD-75784   17716.1430    -31.27863100000   0.9793260 0.1360 
HD-75898   13014.9460     87.47922400000   2.1086300        
HD-75898   13015.9450     83.39527100000   1.9495400        
HD-75898   13016.9500     87.95182000000   2.2167100        
HD-75898   13071.8500     62.49838900000   2.4672200        
HD-75898   13398.0590     67.75752700000   1.2925100 0.1430 
HD-75898   13480.8120     47.03459300000   1.5376400 0.1430 
HD-75898   13724.0600    -32.30545400000   1.1978700 0.1460 
HD-75898   13747.0230     -4.91647100000   1.6891500 0.1490 
HD-75898   13747.9550     -2.03410000000   1.5608200 0.1500 
HD-75898   13748.9200      8.00510130000   1.6480500 0.1490 
HD-75898   13749.8560     -2.34068700000   1.3576000 0.1480 
HD-75898   13750.8640    -10.95877700000   1.5602800 0.1480 
HD-75898   13752.9700     -0.02813475300   1.2728900 0.1450 
HD-75898   13775.9270     32.49228200000   1.3319300 0.1470 
HD-75898   13776.9430     33.94726700000   1.7308100 0.1470 
HD-75898   13841.8110     57.15100200000   1.6564300 0.1480 
HD-75898   14083.9860    -75.46103700000   1.2248100 0.1440 
HD-75898   14084.9160    -72.41834400000   1.3709900 0.1430 
HD-75898   14086.1070    -77.03963400000   1.3896300 0.1440 
HD-75898   14129.9860    -54.22606100000   1.3871500 0.1470 
HD-75898   14428.0420    -43.45789600000   1.2806900 0.1480 
HD-75898   14429.0500    -46.95536800000   1.2533200 0.1480 
HD-75898   14492.9710    -69.31764700000   1.5277900 0.1480 
HD-75898   14545.9020    -64.73999300000   1.3351400 0.1480 
HD-75898   14927.8820    -87.64310900000   1.5184300 0.1500 
HD-75898   14954.8480    -76.46890100000   1.3493100 0.1490 
HD-75898   14987.7460    -46.31941000000   1.4519600 0.1500 
HD-75898   15173.0290     38.73743700000   1.3936200 0.1590 
HD-75898   15189.0370     35.41622900000   1.5606100 0.1570 
HD-75898   15196.9630     23.01530200000   1.4957100 0.1540 
HD-75898   15198.9760     20.37044200000   1.4546600 0.1550 
HD-75898   15229.8830      3.75694840000   1.3728300 0.1560 
HD-75898   15261.9220    -18.59081200000   1.4639600 0.1540 
HD-75898   15285.9190    -39.10474400000   1.4075500 0.1550 
HD-75898   15342.7610    -58.34815000000   1.3718200 0.1510 
HD-75898   15490.1440     28.28269900000   1.4749100 0.1490 
HD-75898   15543.1230     55.25977600000   1.4752200 0.1520 
HD-75898   15585.0010     40.68152500000   1.3380400 0.1500 
HD-75898   15607.9640     40.10145900000   2.7389800 0.1500 
HD-75898   15633.9200     19.67294600000   1.5456500 0.1500 
HD-75898   15668.7500    -10.56651700000   1.2706900 0.1490 
HD-75898   15668.8350     -7.52662270000   1.2798700 0.1490 
HD-75898   15707.7370    -36.00098900000   1.3714800 0.1450 
HD-75898   15852.1400     -4.53304830000   1.4186300 0.1510 
HD-75898   15871.0700     15.48599800000   2.0038800 0.1550 
HD-75898   15880.1380     17.19832300000   1.5339700 0.1550 
HD-75898   15904.1160     44.21316100000   1.4047900 0.1540 
HD-75898   15967.9390     66.68182900000   1.3297200 0.1550 
HD-75898   15999.7860     65.58258400000   1.5027400 0.1550 
HD-75898   16073.7630     24.40423200000   1.3891100 0.1580 
HD-75898   16195.1440    -45.63667300000   1.5738600 0.1570 
HD-75898   16446.7500     48.89638800000   1.4463800 0.1460 
HD-75898   16709.9940     23.31348200000   1.4754000 0.1520 
HD-75898   17058.8650    -30.49858800000   1.5483900 0.1510 
HD-75898   17355.1690     32.90316100000   1.5030400 0.1460 
HD-75898   17764.9080     58.27031300000   1.4642100 0.1550 
HD-76617   13015.0200     -1.82469000000   5.9364700        
HD-76617   13016.0210    -12.75290000000   5.4129300        
HD-76617   13017.0180    -22.18760000000   4.8997100        
HD-76617   13071.8470     25.76600000000   7.8255200        
HD-76780   13015.0130      1.21245000000   2.8532900        
HD-76780   13016.0190     -0.15631300000   2.7801900        
HD-76780   13017.0160     -3.72127000000   3.1365000        
HD-76780   13071.8960     20.85330000000   4.0062500        
HD-76780   13480.8100     -5.01549000000   3.5343500 0.1960 
HD-77519   13014.9690      4.85339000000   4.5031700        
HD-77519   13015.9700      5.80979000000   5.0334800        
HD-77519   13016.9750     -0.57135200000   5.0894100        
HD-77519   13071.8800    -15.71620000000   7.2767500        
HD-78277   13015.0240      2.37955000000   5.1073200        
HD-78277   13016.0240     -0.50833200000   4.4349400        
HD-78277   13017.0210     -3.33428000000   4.1888200        
HD-78277   13071.8630     -7.94313000000   7.7940400        
HD-78277   13480.8140     -4.56802000000   9.0527400 0.1310 
HD-78752   13015.0650     -7.20284000000   4.9038900        
HD-78752   13016.0950     -3.56706000000   5.0110400        
HD-78752   13017.0700     -5.18937000000   4.7778400        
HD-78752   13068.9580     19.43130000000  12.3740000        
HD-78752   13480.7450     12.29440000000   5.7708900 0.1310 
HD-79498   13015.0260      0.57098675000   3.3507600        
HD-79498   13016.0260     -3.95162680000   2.5661700        
HD-79498   13017.0230    -10.59637900000   3.2581700        
HD-79498   13071.8610     -6.44406600000   3.9649000        
HD-79498   13480.8160      6.55431230000   0.1999810 0.1410 
HD-79498   16586.1430     -5.66146890000   0.1976850 0.1390 
HD-79498   16638.0630     -6.38966510000   0.1799450 0.1390 
HD-804     13200.1010     -3.07044000000   2.2938500        
HD-804     13208.0620      3.00052000000   1.9111100        
HD-804     13693.8590     -1.93650000000   1.1781300 0.1560 
HD-804     13694.8600     -5.05629000000   1.0793500 0.1560 
HD-804     13695.6950     -3.69640000000   1.0448700 0.1550 
HD-804     13696.7330     -4.61937000000   1.1367800 0.1560 
HD-81505   13015.0300     -2.59427000000   3.6358900        
HD-81505   13016.0280     -9.20000000000   3.2392700        
HD-81505   13017.0280     -2.02809000000   3.4350500        
HD-81505   13071.8590     -0.91254400000   5.4582000        
HD-81505   13480.8180      0.78059700000   5.5378100 0.1520 
HD-834     13014.7230     -5.80792000000   1.6422800        
HD-834     13015.7240     -7.59842000000   1.6896300        
HD-834     13016.7250     -3.04858000000   1.6621300        
HD-834     13191.1040     -5.77911000000   1.8793500        
HD-834     13198.1380     -8.70358000000   2.0707700        
HD-834     14023.9820     12.44470000000   1.8844700 0.1510 
HD-8446    13014.7330     -3.68065000000   1.9624500        
HD-8446    13015.7370    -15.25610000000   1.9210900        
HD-8446    13016.7390     -9.82377000000   2.0193300        
HD-8446    13191.1150     11.85790000000   2.8560800        
HD-8446    14023.9930     -3.63129000000   2.4874200 0.1540 
HD-8446    14084.8000     -4.76659000000   1.9803800 0.1560 
HD-8446    14085.9120     -2.75273000000   1.7477300 0.1530 
HD-84501   13015.0620      8.46003000000   3.1340600        
HD-84501   13016.0930      3.64263000000   2.9882500        
HD-84501   13017.0680      3.90268000000   2.9885400        
HD-84501   13068.9550      0.02360060000   4.3987000        
HD-84501   13480.7390    -19.94140000000   4.8561200 0.1360 
HD-84703   13014.9740      0.87702600000   4.7112700        
HD-84703   13015.9710     -4.63833000000   4.1582500        
HD-84703   13016.9780     -4.20757000000   4.2729700        
HD-84703   13071.8770      7.98341000000   5.3861600        
HD-84703   13480.7520     -1.29559000000   5.4646500 0.1380 
HD-85689   13777.9320      4.21515430000   2.0359400 0.1760 
HD-85689   13778.9380      2.91675070000   2.2114200 0.1770 
HD-85689   13779.9340   -110.85208000000   2.2578400 0.1780 
HD-85689   13806.9050      7.51264220000   2.1688800 0.1770 
HD-85689   13837.7720    -10.73651500000   2.8606100 0.1770 
HD-85689   13841.8130      0.18777076000   2.3553500 0.1760 
HD-85689   14084.0960      3.43846290000   1.6340500 0.1770 
HD-85689   14084.9920     13.16645100000   1.8015000 0.1760 
HD-85689   14130.0580      2.76568020000   2.0651700 0.1780 
HD-85689   14130.9380      0.90692674000   2.2283300 0.1770 
HD-85689   14138.9380     -6.34853180000   2.3047600 0.1760 
HD-85689   14428.1100     11.23105200000   2.1481200 0.1770 
HD-85689   14429.0080      8.04036110000   1.8200700 0.1770 
HD-85689   14839.0430      4.19455130000   2.0650800 0.1770 
HD-85689   14865.0660      4.54553800000   1.8655000 0.1780 
HD-85689   15174.0620      9.32295650000   1.7104000 0.1760 
HD-85689   15188.1020      7.41928550000   2.0515700 0.1770 
HD-85689   15199.0240     -1.94078060000   1.9924600 0.1780 
HD-85689   15229.8880      2.75188100000   1.9299400 0.1770 
HD-85689   15260.9430     -4.27293940000   1.9127600 0.1780 
HD-85689   15522.0270     13.55363900000   1.9895100 0.1780 
HD-86081   13694.1560   -180.14497000000   1.8959500 0.1620 
HD-86081   13695.1550    121.95597000000   1.8055600 0.1630 
HD-86081   13697.1550     44.08891300000   2.1734900 0.1670 
HD-86081   13746.9910    139.42160000000   1.6388900 0.1640 
HD-86081   13747.9970   -191.97290000000   1.6448800 0.1630 
HD-86081   13748.9360    188.20222000000   1.3994100 0.1640 
HD-86081   13749.8910   -221.29580000000   1.4671400 0.1640 
HD-86081   13750.9070    174.43608000000   1.2175600 0.1640 
HD-86081   13750.9360    180.38255000000   1.1434900 0.1640 
HD-86081   13751.8830   -184.22947000000   1.0894500 0.1640 
HD-86081   13751.9370   -212.98266000000   2.0271900 0.1640 
HD-86081   13752.9480    151.48637000000   1.3484200 0.1650 
HD-86081   13752.9860    159.26685000000   1.1813400 0.1640 
HD-86081   13753.0600    187.87659000000   1.2030300 0.1640 
HD-86081   13753.1240    188.33760000000   1.2359600 0.1640 
HD-86081   13753.9120   -134.11935000000   1.5984200 0.1640 
HD-86081   13753.9340   -145.78723000000   1.2372600 0.1640 
HD-86081   13753.9620   -155.90132000000   1.1571100 0.1640 
HD-86081   13754.0330   -185.67195000000   1.1576000 0.1640 
HD-86081   13754.0690   -197.65885000000   1.1491900 0.1630 
HD-86081   13775.8970   -152.47283000000   1.7715100 0.1650 
HD-86081   13776.8350    172.36657000000   1.7561500 0.1630 
HD-86081   13777.9200   -200.67618000000   1.7609400 0.1640 
HD-86081   13778.9270    183.24065000000   1.8285800 0.1670 
HD-86081   13779.9250   -216.33968000000   1.8471900 0.1660 
HD-86081   13781.0640    180.51593000000   1.9163500 0.1650 
HD-86081   14428.1330    -56.00845600000   1.3657500 0.1590 
HD-86081   15173.0890     56.61898400000   1.5308700 0.1580 
HD-86081   15557.0400     19.63803300000   1.7764300 0.1620 
HD-86081   15634.9130     37.44880200000   1.6001500 0.1630 
HD-86081   15878.1140    177.00379000000   2.0339600 0.1570 
HD-86081   15878.1310    185.92112000000   1.7941300 0.1570 
HD-86081   15902.0410     84.70283200000   1.7386200 0.1570 
HD-86081   15903.0220   -179.17258000000   1.9197900 0.1570 
HD-86081   15904.1510     92.79149000000   1.7664800 0.1560 
HD-86081   15904.9910   -213.82662000000   1.9099900 0.1560 
HD-86081   15990.8970    -55.39106700000   2.2640600 0.1590 
HD-86081   16019.9380   -100.13207000000   1.9611400 0.1560 
HD-86081   16027.8170    189.39774000000   1.8425800 0.1580 
HD-86081   16614.1070    -10.97019000000   1.5019400 0.1540 
HD-86081   16641.0160     62.49149000000   1.4968100 0.1560 
HD-87001   13777.8380     -0.43867300000   0.9769960 0.1480 
HD-87001   13778.8370     -5.36304000000   0.9394130 0.1480 
HD-87001   13779.8540      5.80262000000   1.0558300 0.1470 
HD-88133   13014.9480    -20.90829500000   2.0318100        
HD-88133   13015.9470     24.49720800000   2.0576400        
HD-88133   13016.9530     21.60794100000   1.9083000        
HD-88133   13044.0880     22.77404800000   1.6265600        
HD-88133   13044.8690    -23.00951400000   1.4625200        
HD-88133   13045.8430    -30.10794100000   1.4210300        
HD-88133   13046.0810    -18.91194900000   1.5153500        
HD-88133   13069.0160    -26.79091600000   1.8942700        
HD-88133   13071.7880      8.13417830000   1.9190200        
HD-88133   13072.0210     -4.34183490000   2.0113200        
HD-88133   13073.9500     25.35427100000   1.9614900        
HD-88133   13076.9480     -7.13256060000   2.5970300        
HD-88133   13153.7600     11.14469200000   1.6255000        
HD-88133   13179.7540     10.65699800000   1.6998000        
HD-88133   13195.7480    -22.18777500000   1.4913600        
HD-88133   13197.7620     37.61315900000   1.5250400        
HD-88133   13199.7510     -8.82732380000   1.4582700        
HD-88133   13339.1270    -29.04044200000   0.9232520 0.1340 
HD-88133   13369.1600     -8.49436650000   0.8993310 0.1340 
HD-88133   13478.8990    -25.57427200000   0.7776410 0.1340 
HD-88133   13483.9200     31.91114000000   0.7220700 0.1340 
HD-88133   13806.9900    -32.66642000000   1.2022000 0.1340 
HD-88133   13841.8810     -2.31950490000   1.0439400 0.1350 
HD-88133   14428.1250    -25.97586400000   1.0034900 0.1340 
HD-88133   14634.7590     31.72835000000   0.9089180 0.1350 
HD-88133   14638.7410     34.94376300000   1.0094600 0.1350 
HD-88133   14641.7620     31.00873000000   1.0709100 0.1350 
HD-88133   15164.1150     28.35454900000   1.0964700 0.1350 
HD-88133   15380.7400    -17.90905900000   1.0150000 0.1330 
HD-88133   15522.1410      3.90349880000   1.0436800 0.1340 
HD-88133   15557.0440     30.65084300000   1.0098600 0.1330 
HD-88133   15608.0040     27.75257700000   1.0902900 0.1330 
HD-88133   15613.0030    -29.29986800000   1.4580800 0.1340 
HD-88133   15633.7910    -28.96613300000   1.1011400 0.1340 
HD-88133   15663.9280    -10.29056100000   0.9265180 0.1340 
HD-88133   15667.9630    -25.34810500000   0.8955260 0.1340 
HD-88133   15670.8210     -4.84513220000   0.9276410 0.1320 
HD-88133   15671.7970    -23.04558200000   0.8453120 0.1330 
HD-88133   15672.8400     32.83468300000   0.9690140 0.1330 
HD-88133   15673.7870     22.29008700000   0.9244680 0.1340 
HD-88133   15697.7480     20.21219900000   1.0368800 0.1330 
HD-88133   15698.7920    -29.95674800000   0.9936080 0.1330 
HD-88133   15700.8270     34.32163600000   1.0197900 0.1350 
HD-88133   15703.7370     30.44895100000   0.9437180 0.1330 
HD-88133   15704.7390      0.97605748000   0.9379870 0.1310 
HD-88133   15705.7340    -30.13607100000   0.9395290 0.1340 
HD-88133   15722.7610    -29.49517600000   0.9509960 0.1340 
HD-88133   15723.7440     17.59468200000   0.9005200 0.1320 
HD-88133   15728.7490      0.06557571700   1.0105800 0.1330 
HD-88133   15879.0920     -8.88424120000   0.9997240 0.1330 
HD-88133   16110.7450     17.06404800000   1.0951600 0.1260 
HD-88133   16614.1340    -29.49349900000   1.1979300 0.1340 
HD-88133   16637.9990    -34.23090600000   1.0933700 0.1350 
HD-88133   17209.7430     26.22850200000   1.0697100 0.1340 
HD-88133   17354.1580     -1.59913950000   0.9554120 0.1330 
HD-88133   17520.7870     35.45281200000   0.8498810 0.1330 
HD-88133   17569.7380    -24.50964100000   1.0702800 0.1340 
HD-88133   17704.1490    -10.49682100000   1.2754200 0.1360 
HD-88133   17717.0920    -27.96133800000   1.0426600 0.1340 
HD-88133   17764.9450    -29.08550600000   1.0792300 0.1330 
HD-8828    13014.7600      7.63834960000   2.0401700        
HD-8828    13015.7620      1.64173710000   2.0127200        
HD-8828    13016.7670     -3.80272090000   2.1676300        
HD-8828    13239.0010      0.88804169000   1.4434500 0.1650 
HD-8828    13603.0410      1.37945250000   1.3991900 0.1660 
HD-8828    13604.1030      7.13945430000   1.9573700 0.1650 
HD-8828    13927.1010      1.59763210000   1.1270300 0.1650 
HD-8828    13928.1180     -1.84176480000   1.3144000 0.1650 
HD-8828    14305.1120     -0.26794119000   1.1834100 0.1660 
HD-8828    14306.1320     -3.18045430000   0.9782410 0.1650 
HD-8828    14307.1110     -4.03321420000   1.0112500 0.1660 
HD-8828    14308.1230      1.08256420000   1.0551900 0.1650 
HD-8828    14309.1160     -2.63592360000   0.9720260 0.1660 
HD-8828    14310.1160     -2.07133290000   1.0091000 0.1650 
HD-8828    14311.1010     -1.17156610000   0.8535970 0.1660 
HD-8828    14312.1030     -1.14881790000   0.9911070 0.1660 
HD-8828    14313.0980     -3.69946990000   1.0770700 0.1660 
HD-8828    14314.1000      1.70141240000   1.1121600 0.1650 
HD-8828    14315.1140     -5.27815080000   1.0967400 0.1660 
HD-8828    14336.9630     -6.44730180000   1.6218000 0.1660 
HD-8828    14429.9720     -0.29925529000   1.5399700 0.1650 
HD-8828    14430.8100      0.39284818000   1.5064900 0.1660 
HD-8828    14454.8220      1.72356390000   1.5819200 0.1640 
HD-8828    14455.8470      2.83707960000   1.5920700 0.1660 
HD-8828    14456.8410      3.25400450000   1.5925800 0.1650 
HD-8828    14673.0310     -0.85926462000   0.9912590 0.1660 
HD-8828    14674.0060     -6.30117590000   1.1434500 0.1660 
HD-8828    14676.0250     -3.78111990000   1.1071400 0.1650 
HD-8828    14676.0290     -0.73069091000   0.9721260 0.1650 
HD-8828    15500.9720      3.48329690000   1.5832300 0.1660 
HD-8828    16525.0940     -1.79129040000   1.7812600 0.1650 
HD-8859    13014.7280      7.32532000000   3.0842100        
HD-8859    13015.7300     -0.64195400000   3.1561400        
HD-8859    13016.7340     -4.60544000000   3.0726200        
HD-8859    13238.9880     -1.57892000000   6.3202100 0.1700 
HD-88656   13015.0700   -115.93431000000   7.3156900        
HD-88656   13016.0990   -127.22765000000   8.0210800        
HD-88656   13017.0750   -104.76763000000   8.2982800        
HD-88656   13068.9510   -204.00423000000  15.5217000        
HD-88656   13397.9380    -15.15301200000   1.2194900 0.4610 
HD-88656   13746.9660     -4.07851540000   2.7113000 0.4470 
HD-88656   14084.1090      0.58034739000   1.2221000 0.4910 
HD-88656   14085.0470     -5.60948540000   1.3743400 0.4870 
HD-88656   14139.0190     -4.33436070000   1.3220500 0.5010 
HD-88656   14839.1150     14.63470000000   1.2499500 0.5220 
HD-88656   15670.8050     -0.13140992000   1.0838500 0.4980 
HD-8912    13014.7310      5.03237110000   2.6117200        
HD-8912    13015.7340      1.04110680000   2.7553100        
HD-8912    13016.7370     -3.31969490000   2.6124400        
HD-8912    13238.9940 -16994.87100000000   7.2623500 0.3230 
HD-8912    13981.9920 -16989.62900000000   6.7620900 0.3630 
HD-8939    13200.1130      1.24589000000   0.7593260        
HD-8939    13208.0720     -1.75902000000   0.7390180        
HD-8939    14023.8230     -8.06185000000   0.8316770 0.1040 
HD-89454   13015.0720     -4.12121000000   5.3043000        
HD-89454   13016.1010    -12.00740000000   4.2657300        
HD-89454   13017.0780     -3.37600000000   4.3655100        
HD-89454   13068.9870     -8.86402000000   7.2699600        
HD-89454   13397.9490      5.51909000000   6.9920300 0.2250 
HD-89454   13753.9930      0.16417800000   5.8268500 0.2440 
HD-8956    13014.7590  -2804.73000000000  18.5414000        
HD-8956    13191.1170   7133.99000000000 312.8420000        
HD-8956    13208.0740   2726.98000000000  15.9227000        
HD-89793   13777.9300     -0.42659153000   0.9644820 0.1810 
HD-89793   13778.9460      5.22603680000   1.0090400 0.1820 
HD-89793   13779.9390    -12.45047700000   1.2961500 0.1820 
HD-89793   14867.8810      9.27052940000   1.2385400 0.1820 
HD-89793   15663.9260     -3.71597470000   1.2623200 0.1770 
HD-90054   13015.0770     -5.67787000000   1.9345800        
HD-90054   13016.1050     -8.71490000000   1.7620000        
HD-90054   13017.0820     -6.30762000000   1.9851600        
HD-90054   13044.1400    -10.03850000000   1.6122900        
HD-90054   13045.8590    -12.15040000000   1.5473200        
HD-90054   13069.0080      3.13079000000   2.1970000        
HD-90054   13478.9080     -1.85946000000   1.7119300 0.1540 
HD-90211   13015.0790     -2.03595000000   4.4999000        
HD-90211   13016.1070    -10.02420000000   4.4871900        
HD-90211   13017.0830     -8.36331000000   4.3216300        
HD-90211   13069.0100      7.03406000000   6.2615900        
HD-90211   13478.9090      8.09804000000   5.4108700 0.1420 
HD-90323   13015.0820      9.21412000000   4.7030400        
HD-90323   13016.1090     -3.05849000000   4.6008800        
HD-90323   13017.0880     -1.63932000000   3.9013800        
HD-90323   13068.9850      5.04416000000   7.0991600        
HD-90323   13478.9110    -14.86020000000   6.7628900 0.1460 
HD-9081    13014.9020    -10.60550000000   1.6910300        
HD-9081    13015.8140     -2.00443000000   1.7745000        
HD-9081    13016.8120      0.47496200000   1.5534100        
HD-9081    13191.1190      2.64995000000   2.2921300        
HD-9081    14024.0080      8.71174000000   1.9006900 0.1640 
HD-9113    13200.0870     15.41960000000   4.4849600        
HD-9113    13207.0980    -17.97560000000   3.4807200        
HD-9113    13208.0800    -10.06910000000   3.8320800        
HD-9113    13604.1060      4.18109000000   5.0441100 0.1700 
HD-9113    14129.7380    -13.65480000000   3.3678500 0.1660 
