# From https://www.aanda.org/articles/aa/full_html/2016/04/aa28312-16/aa28312-16.html
# Times are BDJ(TDB) - 2450000
6245.344179 1.001582 0.000577 ROZ  R
6245.344746 1.002319 0.000569 ROZ  R
6245.345313 0.997379 0.000560 ROZ  R
6245.345869 0.999977 0.000560 ROZ  R
6245.346436 1.003064 0.000569 ROZ  R
6245.347003 0.996822 0.000560 ROZ  R
6245.347559 1.004156 0.000560 ROZ  R
6245.348138 1.000479 0.000560 ROZ  R
6245.348705 0.997953 0.000560 ROZ  R
6245.349272 1.001954 0.000560 ROZ  R
6245.349839 0.996740 0.000560 ROZ  R
6245.350395 1.000545 0.000560 ROZ  R
6245.350962 0.999534 0.000560 ROZ  R
6245.351529 1.000383 0.000560 ROZ  R
6245.352085 0.996237 0.000552 ROZ  R
6245.352652 1.000662 0.000560 ROZ  R
6245.353219 0.999586 0.000560 ROZ  R
6245.353786 1.000205 0.000552 ROZ  R
6245.354342 1.000640 0.000552 ROZ  R
6245.354909 1.002392 0.000552 ROZ  R
6245.355476 1.003667 0.000552 ROZ  R
6245.356043 1.002145 0.000552 ROZ  R
6245.356599 0.997101 0.000552 ROZ  R
6245.357166 0.999333 0.000552 ROZ  R
6245.357733 0.997338 0.000552 ROZ  R
6245.358301 0.998628 0.000552 ROZ  R
6245.358868 0.998014 0.000552 ROZ  R
6245.359435 1.002148 0.000552 ROZ  R
6245.359990 0.999533 0.000552 ROZ  R
6245.360558 1.001537 0.000552 ROZ  R
6245.361125 0.998708 0.000552 ROZ  R
6245.361692 0.999717 0.000552 ROZ  R
6245.362259 0.998373 0.000552 ROZ  R
6245.362826 1.000105 0.000552 ROZ  R
6245.363382 0.996833 0.000552 ROZ  R
6245.363949 0.999576 0.000552 ROZ  R
6245.364516 1.001080 0.000552 ROZ  R
6245.365083 1.002847 0.000552 ROZ  R
6245.365651 0.999994 0.000543 ROZ  R
6245.366218 1.000024 0.000543 ROZ  R
6245.366785 1.000677 0.000543 ROZ  R
6245.367352 1.001609 0.000543 ROZ  R
6245.367919 0.998294 0.000543 ROZ  R
6245.368486 0.995843 0.000543 ROZ  R
6245.369054 0.999123 0.000543 ROZ  R
6245.369609 0.996763 0.000543 ROZ  R
6245.370176 0.997545 0.000543 ROZ  R
6245.370744 0.996376 0.000543 ROZ  R
6245.371311 0.996384 0.000543 ROZ  R
6245.371878 0.993796 0.000543 ROZ  R
6245.372445 0.994340 0.000543 ROZ  R
6245.373012 0.993689 0.000543 ROZ  R
6245.373568 0.993556 0.000543 ROZ  R
6245.374135 0.992328 0.000535 ROZ  R
6245.374702 0.993714 0.000535 ROZ  R
6245.375269 0.990175 0.000535 ROZ  R
6245.375836 0.992146 0.000535 ROZ  R
6245.376404 0.992950 0.000543 ROZ  R
6245.376959 0.991184 0.000535 ROZ  R
6245.377526 0.989990 0.000535 ROZ  R
6245.378094 0.989485 0.000535 ROZ  R
6245.378661 0.989695 0.000535 ROZ  R
6245.380351 0.989670 0.000543 ROZ  R
6245.380918 0.988814 0.000535 ROZ  R
6245.381485 0.986604 0.000543 ROZ  R
6245.382052 0.988611 0.000543 ROZ  R
6245.382619 0.988731 0.000543 ROZ  R
6245.383175 0.987069 0.000543 ROZ  R
6245.383742 0.988202 0.000552 ROZ  R
6245.384309 0.986798 0.000552 ROZ  R
6245.384876 0.984824 0.000552 ROZ  R
6245.385444 0.984298 0.000552 ROZ  R
6245.386011 0.986616 0.000560 ROZ  R
6245.386566 0.983793 0.000560 ROZ  R
6245.387134 0.982891 0.000560 ROZ  R
6245.387701 0.984568 0.000569 ROZ  R
6245.388268 0.985265 0.000569 ROZ  R
6245.388835 0.984386 0.000569 ROZ  R
6245.389402 0.984164 0.000578 ROZ  R
6245.389969 0.985897 0.000586 ROZ  R
6245.390525 0.985192 0.000586 ROZ  R
6245.391092 0.986205 0.000535 ROZ  R
6245.391659 0.987057 0.000535 ROZ  R
6245.392226 0.985566 0.000535 ROZ  R
6245.392794 0.988740 0.000535 ROZ  R
6245.393361 0.985480 0.000535 ROZ  R
6245.393916 0.984800 0.000535 ROZ  R
6245.394484 0.985499 0.000535 ROZ  R
6245.395051 0.985188 0.000535 ROZ  R
6245.395618 0.986458 0.000535 ROZ  R
6245.396185 0.985902 0.000535 ROZ  R
6245.396741 0.985865 0.000535 ROZ  R
6245.397308 0.987350 0.000535 ROZ  R
6245.397875 0.985905 0.000535 ROZ  R
6245.398442 0.985203 0.000535 ROZ  R
6245.399009 0.985613 0.000535 ROZ  R
6245.399565 0.985597 0.000535 ROZ  R
6245.400132 0.986374 0.000535 ROZ  R
6245.401047 0.985362 0.000535 ROZ  R
6245.401602 0.985272 0.000535 ROZ  R
6245.402169 0.985396 0.000535 ROZ  R
6245.402736 0.985856 0.000535 ROZ  R
6245.403304 0.984932 0.000535 ROZ  R
6245.403871 0.983275 0.000535 ROZ  R
6245.404438 0.983677 0.000535 ROZ  R
6245.405005 0.985547 0.000535 ROZ  R
6245.405572 0.985274 0.000535 ROZ  R
6245.406128 0.985127 0.000535 ROZ  R
6245.406695 0.985325 0.000535 ROZ  R
6245.407262 0.985031 0.000535 ROZ  R
6245.407829 0.986121 0.000535 ROZ  R
6245.408397 0.985272 0.000535 ROZ  R
6245.408964 0.985634 0.000535 ROZ  R
6245.409531 0.983779 0.000535 ROZ  R
6245.410098 0.985493 0.000535 ROZ  R
6245.410665 0.984174 0.000535 ROZ  R
6245.411232 0.984596 0.000535 ROZ  R
6245.411788 0.984040 0.000535 ROZ  R
6245.412355 0.984654 0.000535 ROZ  R
6245.412922 0.984779 0.000535 ROZ  R
6245.413490 0.984903 0.000535 ROZ  R
6245.414057 0.986099 0.000535 ROZ  R
6245.414624 0.984441 0.000535 ROZ  R
6245.415191 0.986722 0.000535 ROZ  R
6245.415747 0.984057 0.000535 ROZ  R
6245.416314 0.984437 0.000535 ROZ  R
6245.416881 0.984614 0.000535 ROZ  R
6245.417448 0.984579 0.000535 ROZ  R
6245.418015 0.984921 0.000535 ROZ  R
6245.418582 0.984971 0.000535 ROZ  R
6245.419150 0.984590 0.000535 ROZ  R
6245.419705 0.983608 0.000535 ROZ  R
6245.420272 0.983584 0.000535 ROZ  R
6245.420840 0.985007 0.000535 ROZ  R
6245.421407 0.983487 0.000535 ROZ  R
6245.421974 0.984786 0.000535 ROZ  R
6245.422541 0.985086 0.000535 ROZ  R
6245.423108 0.984874 0.000535 ROZ  R
6245.423664 0.984788 0.000535 ROZ  R
6245.424231 0.984050 0.000535 ROZ  R
6245.424798 0.985053 0.000535 ROZ  R
6245.425365 0.984634 0.000535 ROZ  R
6245.425933 0.983927 0.000535 ROZ  R
6245.426500 0.984764 0.000535 ROZ  R
6245.427067 0.984320 0.000535 ROZ  R
6245.427634 0.984789 0.000535 ROZ  R
6245.428201 0.985796 0.000535 ROZ  R
6245.428768 0.983799 0.000535 ROZ  R
6245.429336 0.984312 0.000535 ROZ  R
6245.429891 0.984773 0.000535 ROZ  R
6245.430458 0.984669 0.000535 ROZ  R
6245.431025 0.984854 0.000535 ROZ  R
6245.431593 0.983333 0.000535 ROZ  R
6245.432160 0.984564 0.000535 ROZ  R
6245.432727 0.984215 0.000535 ROZ  R
6245.433283 0.984240 0.000526 ROZ  R
6245.433850 0.985753 0.000535 ROZ  R
6245.434417 0.985848 0.000535 ROZ  R
6245.434984 0.984609 0.000535 ROZ  R
6245.435551 0.984136 0.000526 ROZ  R
6245.436107 0.983634 0.000535 ROZ  R
6245.436674 0.985679 0.000535 ROZ  R
6245.437241 0.983651 0.000535 ROZ  R
6245.437808 0.984688 0.000535 ROZ  R
6245.438376 0.984297 0.000526 ROZ  R
6245.438931 0.985298 0.000535 ROZ  R
6245.439498 0.984099 0.000535 ROZ  R
6245.440065 0.984069 0.000535 ROZ  R
6245.440633 0.984328 0.000535 ROZ  R
6245.441200 0.984819 0.000535 ROZ  R
6245.441755 0.986156 0.000535 ROZ  R
6245.442323 0.984157 0.000535 ROZ  R
6245.442890 0.984642 0.000535 ROZ  R
6245.443457 0.983670 0.000535 ROZ  R
6245.444024 0.986431 0.000535 ROZ  R
6245.444591 0.985685 0.000535 ROZ  R
6245.445158 0.984340 0.000535 ROZ  R
6245.445726 0.986382 0.000535 ROZ  R
6245.446293 0.985559 0.000535 ROZ  R
6245.446848 0.985514 0.000535 ROZ  R
6245.447416 0.985437 0.000535 ROZ  R
6245.447983 0.984169 0.000535 ROZ  R
6245.448550 0.984640 0.000535 ROZ  R
6245.449117 0.984622 0.000535 ROZ  R
6245.449684 0.984621 0.000535 ROZ  R
6245.450251 0.983811 0.000535 ROZ  R
6245.450819 0.985506 0.000535 ROZ  R
6245.451386 0.983632 0.000535 ROZ  R
6245.451953 0.984912 0.000535 ROZ  R
6245.452520 0.983681 0.000535 ROZ  R
6245.453076 0.985225 0.000535 ROZ  R
6245.453643 0.984803 0.000535 ROZ  R
6245.454210 0.985705 0.000535 ROZ  R
6245.454777 0.984337 0.000535 ROZ  R
6245.455344 0.985317 0.000535 ROZ  R
6245.455911 0.985919 0.000535 ROZ  R
6245.456479 0.984846 0.000535 ROZ  R
6245.457046 0.983632 0.000535 ROZ  R
6245.458030 0.986108 0.000535 ROZ  R
6245.458597 0.985777 0.000535 ROZ  R
6245.459164 0.984350 0.000526 ROZ  R
6245.459720 0.984477 0.000535 ROZ  R
6245.460287 0.985076 0.000535 ROZ  R
6245.460854 0.984747 0.000535 ROZ  R
6245.461421 0.985652 0.000526 ROZ  R
6245.461988 0.985744 0.000535 ROZ  R
6245.462555 0.984489 0.000535 ROZ  R
6245.463111 0.986292 0.000535 ROZ  R
6245.463678 0.985601 0.000535 ROZ  R
6245.464245 0.985454 0.000535 ROZ  R
6245.464813 0.985969 0.000535 ROZ  R
6245.465380 0.985474 0.000535 ROZ  R
6245.465947 0.985512 0.000535 ROZ  R
6245.466514 0.986028 0.000535 ROZ  R
6245.467081 0.987048 0.000535 ROZ  R
6245.467637 0.985500 0.000535 ROZ  R
6245.468204 0.987000 0.000535 ROZ  R
6245.468771 0.986813 0.000535 ROZ  R
6245.469338 0.987937 0.000543 ROZ  R
6245.469905 0.986627 0.000543 ROZ  R
6245.470473 0.986137 0.000543 ROZ  R
6245.471028 0.987516 0.000535 ROZ  R
6245.471595 0.987304 0.000543 ROZ  R
6245.472163 0.987322 0.000543 ROZ  R
6245.472730 0.987104 0.000552 ROZ  R
6245.473297 0.988253 0.000552 ROZ  R
6245.473864 0.986877 0.000552 ROZ  R
6245.474420 0.988420 0.000561 ROZ  R
6245.474987 0.986871 0.000561 ROZ  R
6245.475554 0.989274 0.000569 ROZ  R
6245.476121 0.988398 0.000569 ROZ  R
6245.476688 0.989080 0.000561 ROZ  R
6245.477244 0.990768 0.000561 ROZ  R
6245.477811 0.992321 0.000578 ROZ  R
6245.478378 0.991771 0.000569 ROZ  R
6245.478945 0.991354 0.000569 ROZ  R
6245.479513 0.992760 0.000561 ROZ  R
6245.480080 0.992895 0.000561 ROZ  R
6245.480647 0.993492 0.000561 ROZ  R
6245.481214 0.993785 0.000561 ROZ  R
6245.481781 0.994271 0.000569 ROZ  R
6245.482337 0.996721 0.000569 ROZ  R
6245.482904 0.995678 0.000569 ROZ  R
