# From https://iopscience.iop.org/article/10.1088/0004-6256/144/5/139
#
#Title: HAT-P-39b - HAT-P-41b: Three Highly Inflated Transiting Hot Jupiters
#Authors: Hartman J.D., Bakos G.A., Beky B., Torres G., Latham D.W., Csubry Z., 
#         Penev K., Shporer A., Fulton B.J., Buchhave L.A., Johnson J.A., 
#         Howard A.W., Marcy G.W., Fischer D.A., Kovacs G., Noyes R.W., 
#         Esquerdo G.A., Everett M., Szklenar T., Quinn S.N., Bieryla A., 
#         Knox R.P., Hinz P., Sasselov D.D., Furesz G., Stefanik R.P., Lazar J.,
#         Papp I., Sari P. 
#Table: High-precision differential photometry of HAT-P-41
#================================================================================
#Byte-by-byte Description of file: aj445162t8_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label   Explanations
#--------------------------------------------------------------------------------
#   1- 11 F11.5  d       BJD     Barycentric Julian Date; 2400000+ (1)
#  13- 20 F8.5   mag     mag     Processed magnitude in Filter (2)
#  22- 28 F7.5   mag   e_mag     The 1{sigma} error in mag
#  30- 37 F8.5   mag     Omag    Original magnitude in Filter (3)
#      39 A1     ---     Filter  Filter used in the observation
#--------------------------------------------------------------------------------
#Note (1): Calculated directly from UTC, with- out correction for leap seconds.
#Note (2): The out-of-transit level has been subtracted. These magnitudes have 
#          been subjected to the EPD and TFA procedures, carried out 
#          simultaneously with the transit fit.
#Note (3): Raw magnitude values without application of the EPD and TFA 
#          procedures.
#--------------------------------------------------------------------------------
#FLWO
55371.75150  0.01516 0.00106  9.60996 i 
55371.75183  0.01869 0.00106  9.61539 i 
55371.75235  0.01232 0.00105  9.60511 i 
55371.75268  0.01247 0.00105  9.60839 i 
55371.75324  0.01144 0.00105  9.60759 i 
55371.75357  0.01211 0.00105  9.60946 i 
55371.75406  0.01319 0.00105  9.60818 i 
55371.75440  0.00274 0.00104  9.59847 i 
55371.75490  0.00376 0.00104  9.59862 i 
55371.75526  0.01216 0.00105  9.60936 i 
55371.75577  0.01301 0.00104  9.60854 i 
55371.75611  0.00933 0.00105  9.60588 i 
55371.75662  0.00915 0.00104  9.60590 i 
55371.75696  0.01021 0.00104  9.60707 i 
55371.75749  0.01239 0.00104  9.60912 i 
55371.75783  0.01362 0.00104  9.60984 i 
55371.75837  0.01143 0.00104  9.60667 i 
55371.75870  0.00484 0.00104  9.60028 i 
55371.75922  0.02079 0.00105  9.61477 i 
55371.75958  0.01459 0.00104  9.61086 i 
55371.76010  0.01578 0.00104  9.61266 i 
55371.76044  0.01160 0.00104  9.60707 i 
55371.76096  0.01389 0.00104  9.60945 i 
55371.76129  0.01747 0.00104  9.61273 i 
55371.76181  0.01526 0.00104  9.61021 i 
55371.76215  0.01079 0.00103  9.60611 i 
55371.76266  0.01117 0.00104  9.60757 i 
55371.76299  0.01390 0.00104  9.61043 i 
55371.76350  0.00951 0.00103  9.60525 i 
55371.76385  0.01186 0.00104  9.60746 i 
55371.76437  0.01275 0.00104  9.60937 i 
55371.76471  0.01691 0.00103  9.61084 i 
55371.76523  0.01383 0.00104  9.60934 i 
55371.76556  0.02088 0.00104  9.61572 i 
